generation,generation_mean,generation_std,best_fitness_mean,best_fitness_std,mean_fitness_mean,mean_fitness_std,std_fitness_mean,std_fitness_std,best_index_mean,best_index_std
0,0.0,0.0,11.33,0.30930028559098793,7.465000000000001,0.1261278990294384,1.4486164622515478,0.07124233347906396,138.8,79.43942486084741
1,1.0,0.0,11.7,0.40276819911981976,8.2469,0.12691700894873692,1.2678781145942157,0.03228935305384652,71.7,35.38690906724312
2,2.0,0.0,11.959999999999999,0.46714261443612937,8.953533333333334,0.16475018125095453,1.148436537290546,0.059310938704325064,144.9,76.05473175432428
3,3.0,0.0,12.42,0.36757463338907254,9.611233333333335,0.18250980355877325,1.054272894632088,0.06037196716478489,153.8,85.73965762054856
4,4.0,0.0,12.84,0.3062315754094898,10.169666666666668,0.18455806406750644,0.9695237968210663,0.05403687193267649,106.6,102.81612497831046
5,5.0,0.0,13.069999999999999,0.23593784492248523,10.655266666666666,0.21631075040492206,0.9119228109182045,0.057777438400036296,165.5,73.50472396005881
6,6.0,0.0,13.3,0.24944382578492919,11.148233333333334,0.22319249567011995,0.8597892281064337,0.05127226898215894,179.2,82.53726431134
7,7.0,0.0,13.690000000000001,0.3446415206816758,11.598633333333334,0.23343968211335722,0.8082958808717514,0.07206908610376188,117.5,87.98895132660438
8,8.0,0.0,13.830000000000002,0.405654478042034,12.0387,0.23987802713303077,0.7232866611131064,0.07737399370309558,96.3,57.445723175107744
9,9.0,0.0,14.05,0.18408935028645437,12.412466666666667,0.23519853447095235,0.6628372049358338,0.07240503169172334,103.6,80.41033653842162
10,10.0,0.0,14.2,0.23570226039551537,12.766033333333333,0.2521793624866982,0.6017065556526441,0.06345455062696184,104.2,64.35457335039298
11,11.0,0.0,14.330000000000002,0.20575065816014604,13.062766666666667,0.22344082819329064,0.540930790671437,0.058287301766172944,160.4,108.76192144107954
12,12.0,0.0,14.45,0.12692955176439788,13.2938,0.20071072482986113,0.5082706131299466,0.037804001448297334,99.6,113.11567334174144
13,13.0,0.0,14.530000000000001,0.17029386365926363,13.5334,0.19270240601494962,0.44858880844127125,0.02490854499411742,62.3,79.8137415069193
14,14.0,0.0,14.61,0.18529256146249673,13.728133333333332,0.18521440362089028,0.4061418322147108,0.035014122596071645,72.3,48.81268050187141
15,15.0,0.0,14.7,0.17638342073764005,13.8944,0.17544242487050946,0.36956877950759576,0.04649393285707119,93.8,78.73132935637643
16,16.0,0.0,14.77,0.13374935098492655,14.035599999999999,0.15639020524411434,0.3553578751642922,0.04892905550540608,91.6,57.05202304330087
17,17.0,0.0,14.809999999999999,0.1286683937707916,14.1615,0.14641301719771435,0.33277926136654723,0.06253252866004542,89.7,75.4822274887716
18,18.0,0.0,14.84,0.14298407059684842,14.261666666666667,0.13394056172076582,0.32009897378465985,0.035711848913882904,137.7,76.95460422295155
19,19.0,0.0,14.89,0.11005049346146117,14.370166666666668,0.1237026752008703,0.29770323945414934,0.03712795852874494,117.5,97.05124648578423
20,20.0,0.0,14.919999999999998,0.0918936583472672,14.4601,0.12176166255901584,0.29753120089753265,0.04004435878682485,95.3,81.41123318614507
21,21.0,0.0,14.95,0.05270462766947296,14.540666666666667,0.11617281720260565,0.26833807110305125,0.04746605853002594,98.6,72.75102137503714
22,22.0,0.0,14.940000000000001,0.05163977794943172,14.608966666666669,0.11605495186269313,0.2723185030394885,0.03192041825159286,68.3,65.05049320848126
23,23.0,0.0,14.959999999999999,0.05163977794943212,14.672266666666667,0.11214197350779129,0.26522725332424485,0.03849665184526168,18.0,24.147693701699776
24,24.0,0.0,14.959999999999999,0.05163977794943222,14.728666666666669,0.10898419865079248,0.25434578151240017,0.04517430008150715,25.9,38.97990935511951
25,25.0,0.0,15.0,0.0,14.777200000000002,0.10186934260592351,0.24338919465184175,0.028458545420936093,63.8,105.06802029584877
26,26.0,0.0,15.0,0.0,14.819866666666666,0.0869859077560742,0.2319015812212272,0.02950980093278808,43.9,52.201426119301466
27,27.0,0.0,15.0,0.0,14.846333333333334,0.07474830193372387,0.24215018998110555,0.0159140027983383,13.2,18.978350238568623
28,28.0,0.0,15.0,0.0,14.868533333333335,0.059478432650979476,0.25794101729210606,0.03148835643088786,9.9,14.578904089280663
29,29.0,0.0,15.0,0.0,14.8798,0.056055131591832175,0.26888422406297346,0.05421432826243877,2.3,3.945461527713414
30,30.0,0.0,15.0,0.0,14.898366666666666,0.040256415791095575,0.2456512113890391,0.039874248455131794,1.4,2.2705848487901865
31,31.0,0.0,15.0,0.0,14.908700000000001,0.040351985280148626,0.24994533411723677,0.03202173177434215,0.8,1.5491933384829668
32,32.0,0.0,15.0,0.0,14.924633333333336,0.03141221355609589,0.22718307200280563,0.034795639996335864,0.1,0.31622776601683794
33,33.0,0.0,15.0,0.0,14.918600000000001,0.03696170858110547,0.26147038904571884,0.042133709665636475,0.7,1.4944341180973264
34,34.0,0.0,15.0,0.0,14.934866666666668,0.03022802231925374,0.24527699231056183,0.04440327730614155,0.2,0.6324555320336759
35,35.0,0.0,15.0,0.0,14.940633333333333,0.014714106777905711,0.2263735437640034,0.02447439617924129,0.2,0.42163702135578396
36,36.0,0.0,15.0,0.0,14.938366666666667,0.017406150466833886,0.2529780034633252,0.04930012379894354,0.1,0.31622776601683794
37,37.0,0.0,15.0,0.0,14.947233333333333,0.013069661410408539,0.22823959547546852,0.0457687201324418,0.0,0.0
38,38.0,0.0,15.0,0.0,14.940533333333335,0.010527096137416089,0.25490090812297994,0.02672572936726845,0.1,0.31622776601683794
39,39.0,0.0,15.0,0.0,14.937366666666668,0.023208369073715034,0.2459995671397408,0.05900263302718708,0.0,0.0
40,40.0,0.0,15.0,0.0,14.9412,0.015579505372583164,0.24473238221273147,0.045746955465497306,0.1,0.31622776601683794
41,41.0,0.0,15.0,0.0,14.940866666666668,0.015306094969321,0.24860823180552355,0.04045592588371451,0.1,0.31622776601683794
42,42.0,0.0,15.0,0.0,14.936266666666668,0.012476941695546978,0.2530738647906067,0.03709209532693129,0.1,0.31622776601683794
43,43.0,0.0,15.0,0.0,14.9402,0.012040261676333115,0.23958993373226295,0.039583281306053285,0.1,0.31622776601683794
44,44.0,0.0,15.0,0.0,14.942466666666666,0.01236202868005134,0.2281606009546821,0.03674412953529808,0.1,0.31622776601683794
45,45.0,0.0,15.0,0.0,14.942433333333332,0.012788932329301285,0.24057113187793436,0.046200949381947555,0.1,0.31622776601683794
46,46.0,0.0,15.0,0.0,14.944033333333334,0.012245886182512326,0.23299217399479502,0.04088031569937498,0.2,0.6324555320336759
47,47.0,0.0,15.0,0.0,14.944333333333333,0.011476223407712144,0.237792678621988,0.04299867632763058,0.1,0.31622776601683794
48,48.0,0.0,15.0,0.0,14.939400000000001,0.011945142098488667,0.24909070295173324,0.043286863013145674,0.1,0.31622776601683794
49,49.0,0.0,15.0,0.0,14.9445,0.011095822815393341,0.23310768989346045,0.03078749187417336,0.0,0.0
50,50.0,0.0,15.0,0.0,14.941666666666666,0.015736252083314358,0.2468500450740727,0.055438429001616066,0.1,0.31622776601683794
