run,best_of_run_fitness,generation_of_best
0,-91.16016000000002,49
1,-74.54352000000003,20
2,-50.70500000000001,28
3,-20.290719999999993,40
4,-51.066400000000016,20
5,-65.16352000000002,19
6,-59.86892000000002,22
7,-74.54352000000003,15
8,-32.23100000000001,31
9,-15.277920000000014,25
