condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
pop50_t3,0,11100,16.0,15.96,16.0,0,-1
pop50_t3,1,11101,16.0,15.98,17.0,0,-1
pop50_t3,2,11102,15.0,14.98,15.0,0,-1
pop50_t3,3,11103,17.0,16.96,17.0,0,-1
pop50_t3,4,11104,18.0,17.82,18.0,0,-1
