generation,best_fitness,mean_fitness,std_fitness,best_index
0,5.0,1.88,1.1600000000000001,39
1,5.0,2.6,1.0392304845413265,6
2,6.0,3.08,1.2139192724394816,31
3,7.0,4.04,1.1306635220082055,43
4,7.0,4.54,0.9425497334358544,6
5,7.0,4.78,0.9228217596047463,1
6,7.0,5.14,1.2167168939404103,5
7,8.0,5.8,0.938083151964686,33
8,8.0,6.3,0.8544003745317531,40
9,9.0,6.56,0.7787168933572715,39
10,9.0,6.9,0.7810249675906655,4
11,9.0,7.2,0.916515138991168,5
12,10.0,7.72,0.8494704232638121,32
13,10.0,8.16,0.8569714114251419,20
14,10.0,8.64,0.8890444308357147,0
15,11.0,9.2,0.848528137423857,6
16,11.0,9.5,0.7810249675906654,14
17,11.0,9.94,0.6755738301621815,0
18,12.0,10.06,0.6452906321960671,44
19,12.0,10.32,0.6764613810115105,18
20,13.0,10.58,0.8268010643437755,5
21,13.0,11.04,0.9991996797437438,5
22,13.0,11.4,0.894427190999916,3
23,13.0,11.66,0.9297311439335567,1
24,13.0,12.14,0.8248636250920511,3
25,13.0,12.54,0.6390618123468182,0
26,13.0,12.76,0.4270831300812525,0
27,13.0,12.92,0.2712931993250107,0
28,13.0,12.94,0.23748684174075835,0
29,13.0,12.98,0.13999999999999999,0
30,13.0,13.0,0.0,0
31,13.0,13.0,0.0,0
32,13.0,12.96,0.19595917942265423,0
33,13.0,12.98,0.13999999999999999,0
34,13.0,12.92,0.3370459909270544,1
35,13.0,12.96,0.19595917942265423,0
36,13.0,12.96,0.19595917942265423,0
37,13.0,12.94,0.23748684174075835,0
38,13.0,12.94,0.23748684174075835,0
39,13.0,12.96,0.19595917942265423,0
40,13.0,12.98,0.13999999999999999,0
41,13.0,12.94,0.31048349392520047,0
42,13.0,13.0,0.0,0
43,13.0,12.94,0.23748684174075835,1
44,13.0,12.98,0.13999999999999999,0
45,13.0,12.96,0.19595917942265423,0
46,13.0,12.9,0.412310562561766,0
47,13.0,13.0,0.0,0
48,13.0,12.92,0.33704599092705434,0
49,13.0,12.94,0.23748684174075835,0
50,13.0,12.94,0.23748684174075835,0
