run,best_of_run_fitness,generation_of_best
0,-66.93124000000002,37
1,-80.41008000000002,40
2,-78.21184000000002,33
3,-100.13300000000002,33
4,-122.13300000000002,5
5,-65.16352000000002,32
6,-69.93248000000001,50
7,-81.86640000000003,39
8,-91.16016000000002,35
9,-74.54352000000003,37
