condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
15bit_L10_trap,0,30200,8.666666666666666,8.452333333333335,8.666666666666666,0,-1
15bit_L10_trap,1,30201,8.533333333333333,8.388333333333334,8.533333333333333,0,-1
15bit_L10_trap,2,30202,8.600000000000001,8.480666666666666,8.600000000000001,0,-1
15bit_L10_trap,3,30203,8.733333333333334,8.478666666666667,8.733333333333334,0,-1
15bit_L10_trap,4,30204,8.4,8.276,8.4,0,-1
15bit_L10_trap,5,30205,8.4,8.254333333333333,8.4,0,-1
15bit_L10_trap,6,30206,8.533333333333335,8.457666666666668,8.533333333333335,0,-1
15bit_L10_trap,7,30207,8.466666666666669,8.275333333333332,8.466666666666669,0,-1
15bit_L10_trap,8,30208,8.600000000000001,8.479666666666667,8.600000000000001,0,-1
15bit_L10_trap,9,30209,8.666666666666666,8.550333333333333,8.666666666666666,0,-1
