run,best_of_run_fitness,generation_of_best
0,8.666666666666666,50
1,8.533333333333333,49
2,8.600000000000001,49
3,8.733333333333334,49
4,8.4,49
5,8.4,48
6,8.533333333333335,47
7,8.466666666666669,50
8,8.600000000000001,48
9,8.666666666666666,49
