generation,generation_mean,generation_std,best_fitness_mean,best_fitness_std,mean_fitness_mean,mean_fitness_std,std_fitness_mean,std_fitness_std,best_index_mean,best_index_std
0,0.0,0.0,5.546666666666667,0.10795518045769885,4.334466666666667,0.023259247464021533,0.4203220879214859,0.012816278460160008,115.5,54.67327195866978
1,1.0,0.0,5.58,0.12191881532751288,4.5767,0.022184106200188274,0.36071743951212865,0.01991977578808098,106.8,71.66713178143645
2,2.0,0.0,5.706666666666666,0.1783324679799013,4.780133333333334,0.046874721398348966,0.33838073583094774,0.017972882751238456,114.8,68.21990586006078
3,3.0,0.0,5.826666666666666,0.14470062752088658,4.968566666666667,0.047555828140444116,0.3099660809172662,0.03445906164238508,72.1,55.74834327383889
4,4.0,0.0,5.946666666666667,0.1626933797130944,5.142533333333334,0.044920835716641384,0.28508975066228925,0.03048558980738538,116.6,78.69236868266762
5,5.0,0.0,6.08,0.17998628205614753,5.2984333333333336,0.05132733250158607,0.2718502803054941,0.02646993608041189,71.4,45.91828490796329
6,6.0,0.0,6.14,0.17624337830131828,5.444833333333333,0.06437165429397587,0.2549696637090693,0.02320050896833427,87.8,61.3365941162189
7,7.0,0.0,6.286666666666666,0.14418780620007385,5.586533333333334,0.06812682436111996,0.24987798202966344,0.027982681749740154,104.0,64.98546846111914
8,8.0,0.0,6.406666666666666,0.12352837430833155,5.728199999999999,0.09130226560005933,0.2435017159621348,0.019634402006576186,111.6,57.93904843310195
9,9.0,0.0,6.473333333333334,0.14555131461166926,5.8573,0.09186388884689231,0.23420282081807117,0.026048502925456424,113.3,50.52623081133204
10,10.0,0.0,6.586666666666666,0.16570090562050868,5.986333333333333,0.10267303972523523,0.2217141069896508,0.029806977507832903,102.3,69.46150012776863
11,11.0,0.0,6.706666666666666,0.1755414902945021,6.102433333333334,0.11066990735995812,0.214253204687271,0.029563446171237198,62.7,48.249467469715256
12,12.0,0.0,6.779999999999999,0.15088217952682614,6.223733333333334,0.11457315308311741,0.2074024304441437,0.03721788799435533,67.9,36.779976436461546
13,13.0,0.0,6.833333333333333,0.11863420280034798,6.3345,0.11701390125288434,0.19411572665541865,0.03089660572141868,87.0,63.47177850562143
14,14.0,0.0,6.986666666666666,0.116746004769455,6.4408,0.12253608186173022,0.1918037587524485,0.025670906710608715,68.2,58.43476894984887
15,15.0,0.0,7.086666666666666,0.12191881532751285,6.538866666666666,0.12425046389361215,0.19047430351818678,0.021973770259709972,76.2,61.1551760324141
16,16.0,0.0,7.140000000000001,0.085778929180528,6.640133333333333,0.12516904125577094,0.185564512862724,0.023962687286643365,74.6,36.34770358022025
