generation,best_fitness,mean_fitness,std_fitness,best_index
0,7.0,2.08,1.4675149062275314,34
1,8.0,4.12,1.5829087149927503,37
2,8.0,6.38,1.2789057822998533,4
3,9.0,7.74,0.5936328831862331,15
4,10.0,8.24,0.7088018058667741,36
5,10.0,8.94,0.6452906321960671,5
6,11.0,9.6,0.6,21
7,12.0,10.0,0.7211102550927979,35
8,12.0,10.9,0.6403124237432849,1
9,12.0,11.48,0.5741080037762929,0
10,12.0,11.94,0.23748684174075835,0
11,13.0,11.9,0.5385164807134504,8
12,14.0,12.14,0.4903060268852505,5
13,14.0,12.7,0.7,0
14,14.0,13.3,0.7,0
15,14.0,13.88,0.3815756805667783,0
16,14.0,14.0,0.0,0
17,14.0,13.98,0.13999999999999999,0
18,14.0,13.96,0.19595917942265423,0
19,14.0,13.9,0.3,0
20,15.0,14.02,0.13999999999999999,14
21,15.0,14.04,0.27999999999999997,7
22,15.0,14.1,0.3605551275463989,9
23,15.0,14.44,0.4963869458396343,5
24,15.0,14.92,0.43999999999999995,0
25,15.0,14.96,0.19595917942265423,0
26,15.0,14.96,0.19595917942265423,0
27,15.0,14.98,0.13999999999999999,0
28,15.0,14.94,0.23748684174075835,1
29,15.0,14.94,0.23748684174075835,0
30,15.0,14.96,0.19595917942265423,0
31,15.0,14.94,0.31048349392520047,0
32,15.0,14.84,0.463033476111609,1
33,15.0,14.98,0.13999999999999999,0
34,15.0,15.0,0.0,0
35,15.0,14.92,0.33704599092705434,0
36,15.0,14.94,0.23748684174075835,0
37,15.0,14.96,0.19595917942265423,0
38,15.0,14.98,0.13999999999999999,0
39,15.0,14.9,0.41231056256176607,0
40,15.0,14.98,0.13999999999999999,0
41,15.0,14.88,0.47497368348151675,0
42,15.0,14.96,0.19595917942265423,0
43,15.0,14.96,0.19595917942265423,0
44,15.0,14.98,0.13999999999999999,0
45,15.0,14.96,0.27999999999999997,0
46,15.0,14.94,0.31048349392520047,0
47,15.0,15.0,0.0,0
48,15.0,14.94,0.23748684174075835,0
49,15.0,14.82,0.712460525222275,0
50,15.0,14.98,0.13999999999999999,0
