generation,best_fitness,mean_fitness,std_fitness,best_index
0,63.0,50.365,5.085447374617104,131
1,64.0,53.14,4.048505897241598,5
2,65.0,55.035,3.7180337545536086,20
3,67.0,57.36,3.749719989545886,180
4,67.0,59.5,3.5014282800023193,100
5,71.0,61.505,3.4871155702098546,130
6,75.0,63.56,3.2796951077806,27
7,75.0,65.1,3.0757112998459397,192
8,78.0,66.955,3.064796078044998,153
9,79.0,68.635,2.981907946265277,86
10,80.0,70.225,3.268696223267008,46
11,80.0,72.005,2.9128980414700405,56
12,81.0,73.685,2.597262982449024,38
13,81.0,75.33,2.1543212388128192,127
14,83.0,76.55,1.9716744153130354,178
15,84.0,77.62,1.8153787483607933,19
16,84.0,78.395,1.7885678628444603,198
17,84.0,79.325,1.8786630884754194,52
18,85.0,80.215,1.9310036250613305,33
19,86.0,81.09,1.5626579920123276,39
20,87.0,81.94,1.4718695594379276,162
21,87.0,82.76,1.4291256067959877,11
22,87.0,83.425,1.481342296702555,24
23,88.0,84.3,1.6217274740226855,110
24,89.0,85.18,1.5835403373454053,19
25,90.0,86.155,1.3895952648163423,28
26,90.0,86.86,1.3417898494175606,57
27,91.0,87.53,1.2202868515230345,60
28,92.0,88.175,1.226529657203608,197
29,93.0,88.84,1.1594826432508594,41
30,92.0,89.34,1.1723480711802277,12
31,93.0,89.82,1.2155657119218197,92
32,94.0,90.62,1.1813551540497889,177
33,94.0,91.18,1.085172797300043,17
34,95.0,91.84,1.0974515934655158,127
35,95.0,92.39,0.9888882646689666,50
36,95.0,92.945,0.9010965542049311,24
37,96.0,93.41,0.8011866199581719,51
38,96.0,93.8,0.6403124237432848,64
39,96.0,94.145,0.6276742785872303,35
40,96.0,94.365,0.6416969689814656,16
41,97.0,94.61,0.6984983894040129,7
42,97.0,94.895,0.5691880181451469,85
43,97.0,95.07,0.4528796749689701,11
44,97.0,95.08,0.577581163127746,2
45,97.0,95.255,0.6082557028092709,94
46,97.0,95.515,0.6854013422805649,4
47,97.0,95.825,0.7838207703295441,0
48,97.0,96.16,0.6814690014960328,0
49,97.0,96.46,0.5986651818838307,0
50,97.0,96.765,0.4580120085761944,0
