generation,generation_mean,generation_std,best_fitness_mean,best_fitness_std,mean_fitness_mean,mean_fitness_std,std_fitness_mean,std_fitness_std,best_index_mean,best_index_std,execute_calls_mean,execute_calls_std,execute_calls_nominal_mean,execute_calls_nominal_std,fitness_cases_mean,fitness_cases_std,unique_programs_mean,unique_programs_std,duplicate_ratio_mean,duplicate_ratio_std,freq_NOP_mean,freq_NOP_std,freq_X_mean,freq_X_std,freq_+_mean,freq_+_std,freq_-_mean,freq_-_std,freq_*_mean,freq_*_std,freq_1_mean,freq_1_std,freq_-1_mean,freq_-1_std,freq_0_mean,freq_0_std
0,0.0,0.0,4.4,1.2649110640673518,0.352,0.158380694670924,1.225961662268756,0.12709577599077904,41.1,30.820087244811262,200.0,0.0,200.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.12526666666666667,0.00544058820349418,0.12229999999999999,0.005718607272387439,0.12656666666666666,0.005289285699399918,0.1263,0.0054284345104797845,0.1251,0.005303271759774778,0.1265,0.007501851623284604,0.1242,0.004554742474865697,0.12376666666666666,0.005879552347115306
1,1.0,0.0,4.4,1.2649110640673518,0.8539999999999999,0.14361986863476334,1.204830235188461,0.15093819329527525,27.1,28.796025960384032,190.4,4.695151163109069,200.0,0.0,2.0,0.0,95.2,2.3475755815545347,0.04800000000000002,0.023475755815545327,0.12886666666666666,0.005427865915354005,0.1267333333333333,0.00893847281677895,0.12613333333333335,0.006806315150353089,0.1257,0.007972870666621067,0.12536666666666668,0.0088603012517411,0.12589999999999998,0.011611031366020676,0.1213,0.00898757716016261,0.12,0.006590303389483078
2,2.0,0.0,5.0,1.9436506316151,1.324,0.15714112553158494,1.281841933542836,0.1816016930022773,16.1,17.978073064461363,191.6,4.4020197384584465,200.0,0.0,2.0,0.0,95.8,2.2010098692292233,0.04200000000000002,0.02201009869229223,0.1303,0.013596885990622089,0.13363333333333333,0.012671977444174962,0.12430000000000001,0.007146526394422167,0.12776666666666667,0.0124385402660689,0.12346666666666666,0.009893507036510431,0.12286666666666668,0.01728068928666395,0.12053333333333334,0.010060557380921539,0.11713333333333334,0.007318503523751321
3,3.0,0.0,5.4,1.8973665961010275,1.8,0.14544949486180953,1.2196243855631796,0.1544753059720294,26.8,27.37314174311909,190.6,4.903513479582212,200.0,0.0,2.0,0.0,95.3,2.451756739791106,0.04700000000000003,0.02451756739791105,0.12976666666666667,0.016116895513331796,0.1412,0.011341173758576415,0.12976666666666667,0.011549196968503237,0.1268,0.015179746090038025,0.11946666666666665,0.008595433757611157,0.12013333333333334,0.01952978099413847,0.11616666666666667,0.011929059859678903,0.1167,0.010369054149275974
4,4.0,0.0,6.0,1.6329931618554523,2.212,0.15640403518522852,1.1546160493422377,0.23070370271392412,26.0,34.93167935015753,190.2,4.04969134626332,200.0,0.0,2.0,0.0,95.1,2.02484567313166,0.04900000000000002,0.020248456731316568,0.13163333333333332,0.013935876074912139,0.14533333333333334,0.013170299545699664,0.1343,0.008660182759740044,0.12646666666666667,0.02252800726009984,0.1145,0.011834506984051155,0.11739999999999999,0.023599958150203527,0.11443333333333335,0.014270793795565668,0.11593333333333333,0.011668042246947138
5,5.0,0.0,5.8,1.475729574745244,2.462,0.29415793188164896,1.3010084299909705,0.3334284282561503,27.0,32.836294282732666,186.8,7.375635565834309,200.0,0.0,2.0,0.0,93.4,3.6878177829171546,0.06600000000000002,0.036878177829171535,0.1301,0.013934635771130658,0.1491,0.01843443503505677,0.13803333333333334,0.00773552012504255,0.128,0.02523959264800121,0.11636666666666666,0.017220035703494632,0.11473333333333333,0.02680049750782001,0.11113333333333333,0.015795920711092183,0.11253333333333333,0.011430088082786012
6,6.0,0.0,6.4,2.4585451886114362,2.7779999999999996,0.3655680511204446,1.3485343582940488,0.3053141997288445,10.2,14.482172949296432,188.6,6.397916327472044,200.0,0.0,2.0,0.0,94.3,3.198958163736022,0.057000000000000016,0.03198958163736019,0.1313666666666667,0.01594314745015186,0.1523,0.018451437763913014,0.1397,0.010232422447094453,0.1293,0.02448504204510618,0.1153,0.01578908045860794,0.11203333333333335,0.027572329124202283,0.10896666666666666,0.01781485716480682,0.11103333333333334,0.014981840860039716
7,7.0,0.0,7.2,2.8596814119369625,3.08,0.4846992194478276,1.5564476234874594,0.6250607040211197,26.8,32.556958634914835,184.8,7.192588778272626,200.0,0.0,2.0,0.0,92.4,3.596294389136313,0.07600000000000001,0.03596294389136313,0.13140000000000002,0.0198300183971077,0.15796666666666664,0.01986525597775494,0.14333333333333334,0.010013571038259603,0.1288,0.025731855647460177,0.11373333333333333,0.013866025626208351,0.11013333333333333,0.031064727327800856,0.10926666666666666,0.019388045190175732,0.10536666666666665,0.012794144108020286
8,8.0,0.0,7.8,3.32665998663324,3.472,0.47123478460553214,1.450617293548408,0.6192015177794091,21.1,27.24559087673127,183.6,11.345091939297413,200.0,0.0,2.0,0.0,91.8,5.672545969648707,0.08199999999999999,0.05672545969648704,0.1307333333333333,0.021794664654621498,0.16113333333333332,0.022001795661847224,0.14300000000000002,0.014135150127812664,0.1271,0.02617040548896387,0.11386666666666667,0.011388970189411712,0.11069999999999999,0.03417437130835018,0.11146666666666667,0.023659205918444483,0.10200000000000001,0.018465182451385714
9,9.0,0.0,7.6,2.7968235951204043,3.724,0.6003554502681449,1.398967921674386,0.6483558300518913,27.0,26.903118365308096,177.0,13.106402167558338,200.0,0.0,2.0,0.0,88.5,6.553201083779169,0.11499999999999999,0.06553201083779166,0.12946666666666667,0.02676703334465877,0.1605,0.020864791064682142,0.14153333333333334,0.014321873110131788,0.1303,0.023773338110965225,0.11423333333333334,0.010769240605069445,0.1116,0.035765974588589156,0.11353333333333333,0.027862182875142808,0.09883333333333333,0.02109370627567485
