condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
15bit_L30_soft15max,0,20700,11.3,11.166833333333335,11.3,0,-1
15bit_L30_soft15max,1,20701,11.4,11.330333333333334,11.466666666666667,0,-1
15bit_L30_soft15max,2,20702,11.4,11.267999999999999,11.4,0,-1
15bit_L30_soft15max,3,20703,11.7,11.535,11.7,0,-1
15bit_L30_soft15max,4,20704,11.366666666666667,11.247333333333332,11.366666666666667,0,-1
15bit_L30_soft15max,5,20705,11.566666666666666,11.408666666666669,11.566666666666666,0,-1
15bit_L30_soft15max,6,20706,11.333333333333334,11.216999999999999,11.333333333333334,0,-1
15bit_L30_soft15max,7,20707,11.466666666666667,11.269833333333333,11.466666666666667,0,-1
15bit_L30_soft15max,8,20708,11.6,11.457166666666668,11.6,0,-1
15bit_L30_soft15max,9,20709,11.366666666666667,11.157666666666664,11.366666666666667,0,-1
