run,best_of_run_fitness,generation_of_best
0,11.3,50
1,11.466666666666667,49
2,11.4,49
3,11.7,50
4,11.366666666666667,50
5,11.566666666666666,50
6,11.333333333333334,50
7,11.466666666666667,50
8,11.6,50
9,11.366666666666667,50
