generation,generation_mean,generation_std,best_fitness_mean,best_fitness_std,mean_fitness_mean,mean_fitness_std,std_fitness_mean,std_fitness_std,best_index_mean,best_index_std
0,0.0,0.0,7.0,1.0,1.8844444444444444,0.10205300002848923,1.3305967409712385,0.08460117176474014,77.66666666666667,60.135957075058954
1,1.0,0.0,7.0,0.0,2.646666666666667,0.16596519046006125,1.3288154702379265,0.09948060769195122,100.33333333333333,42.59499188089291
2,2.0,0.0,7.0,0.0,3.4033333333333338,0.20915172589401332,1.3716538583666384,0.14749269404762666,35.666666666666664,21.221058723196006
3,3.0,0.0,8.333333333333334,0.5773502691896258,4.043333333333333,0.22100779272334387,1.3957568812874326,0.08831561619399628,123.66666666666667,65.65312889218102
4,4.0,0.0,9.0,1.0,4.786666666666666,0.24673422498262718,1.379627672526465,0.049633154453808746,73.0,66.70082458260917
5,5.0,0.0,9.666666666666666,1.5275252316519468,5.595555555555556,0.23509651288432654,1.3939482242792225,0.10675137177824598,145.66666666666666,111.59002344893263
6,6.0,0.0,10.0,1.0,6.322222222222223,0.23003220386462192,1.3916148403941084,0.0803532727196883,67.0,38.97435053981015
7,7.0,0.0,11.333333333333334,1.1547005383792515,7.054444444444445,0.20548947886917718,1.4016309612240756,0.10711559449906403,56.0,71.92357054540605
8,8.0,0.0,12.0,0.0,7.803333333333334,0.24433583445741267,1.3398777917603173,0.11989407013934189,184.33333333333334,106.3688550908269
9,9.0,0.0,12.666666666666666,0.5773502691896258,8.504444444444445,0.37985864817401743,1.3640322180434925,0.18203096802505028,134.0,77.62087348130012
10,10.0,0.0,13.0,1.0,9.122222222222222,0.42773737182909305,1.3326189796131012,0.16580103365903934,15.666666666666666,8.504900548115382
11,11.0,0.0,13.666666666666666,0.5773502691896258,9.837777777777777,0.4619563872312015,1.316660107067049,0.18275155970926765,106.33333333333333,64.70188044665575
12,12.0,0.0,15.333333333333334,0.5773502691896258,10.593333333333334,0.6328331358089406,1.366392627355033,0.10446213390636024,97.66666666666667,87.88818654024746
13,13.0,0.0,15.333333333333334,0.5773502691896258,11.232222222222221,0.7317584098391823,1.3333723522745844,0.07175985999732166,71.0,25.238858928247925
14,14.0,0.0,15.666666666666666,0.5773502691896258,11.886666666666665,0.9037391462388056,1.2946562028863946,0.09892857716839078,48.0,22.538855339169288
15,15.0,0.0,16.333333333333332,0.5773502691896255,12.47888888888889,0.8476394236894554,1.3047903416061708,0.11010057023361107,36.0,15.524174696260024
16,16.0,0.0,16.666666666666668,0.5773502691896255,13.182222222222222,0.8193583758943026,1.2795188593576483,0.12816009753402957,145.66666666666666,39.55165398985652
17,17.0,0.0,17.333333333333332,0.5773502691896255,13.773333333333333,0.6928764520300699,1.3085654364418817,0.14493781441267473,52.0,4.58257569495584
18,18.0,0.0,18.666666666666668,0.5773502691896255,14.388888888888891,0.5630702870407451,1.3371183590349682,0.16614774819655165,125.66666666666667,111.73778829623099
19,19.0,0.0,19.0,0.0,15.081111111111111,0.4874461033834446,1.3170902169496823,0.11002038478210835,67.66666666666667,32.65475973473596
20,20.0,0.0,20.0,1.0,15.674444444444442,0.5145584226988903,1.2868724118644579,0.10257888041192045,141.33333333333334,119.68430696350016
21,21.0,0.0,20.0,1.0,16.275555555555556,0.4867617867469024,1.2816637595812999,0.04289923539209136,123.66666666666667,50.06329327294932
22,22.0,0.0,20.666666666666668,1.5275252316519463,16.85222222222222,0.6052027514563776,1.3164879635542623,0.15142011627922963,115.66666666666667,129.81653721053158
23,23.0,0.0,20.666666666666668,1.5275252316519463,17.49111111111111,0.729454387678698,1.2527563399991202,0.1880073757395114,34.333333333333336,35.303446479534166
24,24.0,0.0,21.333333333333332,1.1547005383792517,18.195555555555554,0.7542865159527588,1.1968061084986823,0.1477777505104083,39.666666666666664,18.583146486355137
25,25.0,0.0,21.666666666666668,0.5773502691896255,18.86111111111111,0.8547795903904992,1.095517389912545,0.10883843958887267,19.333333333333332,13.051181300301261
26,26.0,0.0,22.666666666666668,1.5275252316519463,19.40111111111111,0.9449534576036198,1.0133441601045894,0.1021185465557757,166.33333333333334,78.01495583113108
27,27.0,0.0,22.666666666666668,1.5275252316519463,19.875555555555554,1.032722041410376,0.9850196193457007,0.10736268662015894,27.0,1.7320508075688772
28,28.0,0.0,22.666666666666668,1.5275252316519463,20.36888888888889,1.1630865704539646,0.9413328538200553,0.15475722467657665,23.333333333333332,19.2180470738661
29,29.0,0.0,23.333333333333332,2.081665999466133,20.758888888888887,1.119455886349024,0.9167460521573894,0.10319082863362965,69.66666666666667,53.144457221175315
30,30.0,0.0,23.666666666666668,1.5275252316519463,21.192222222222224,1.1831470901950634,0.9133634178759277,0.04151051133420889,105.66666666666667,139.77601129426083
31,31.0,0.0,24.0,1.7320508075688772,21.576666666666664,1.1632855768612174,0.811054183132799,0.07897257773545376,30.666666666666668,16.258331197676267
32,32.0,0.0,24.666666666666668,1.5275252316519463,21.951111111111107,1.2455000483221066,0.816473356212737,0.12329368327902239,109.66666666666667,53.575491909392056
33,33.0,0.0,24.333333333333332,1.1547005383792517,22.305555555555557,1.290978669818339,0.7938766410145893,0.12767509306125613,62.333333333333336,46.57610259922284
34,34.0,0.0,24.333333333333332,1.1547005383792517,22.66111111111111,1.3763935698989802,0.7625365835021025,0.05240064045696619,41.0,56.31163290120435
35,35.0,0.0,24.666666666666668,1.5275252316519463,22.95555555555556,1.3629801226778093,0.7626078999357803,0.017301502503075356,47.666666666666664,40.771722226726375
36,36.0,0.0,25.0,1.0,23.26222222222222,1.3821976596602856,0.7226892059342852,0.07938948079771475,116.66666666666667,141.79680297289264
