condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,total_execute_calls,mean_execute_calls_per_generation,total_execute_calls_nominal,mean_execute_calls_nominal_per_generation,mean_duplicate_ratio_per_generation,ideal_found,first_ideal_generation
problem2_3bit_pop100_t2,0,51200,-71.63728000000002,-80.034548,-71.63728000000002,69489.0,1362.5294117647059,107100.0,2100.0,0.3511764705882353,0,-1
problem2_3bit_pop100_t2,1,51201,-86.05156000000002,-89.203794,-86.05156000000002,77427.0,1518.1764705882354,107100.0,2100.0,0.27705882352941175,0,-1
problem2_3bit_pop100_t2,2,51202,-35.722080000000005,-58.724964800000016,-35.722080000000005,55230.0,1082.9411764705883,107100.0,2100.0,0.4843137254901961,0,-1
problem2_3bit_pop100_t2,3,51203,-74.97104000000002,-76.31755160000003,-71.57164000000002,42483.0,833.0,107100.0,2100.0,0.6033333333333333,0,-1
problem2_3bit_pop100_t2,4,51204,-80.41008000000002,-82.3670572,-80.41008000000002,56490.0,1107.6470588235295,107100.0,2100.0,0.4725490196078432,0,-1
problem2_3bit_pop100_t2,5,51205,-92.76420000000002,-93.33093080000002,-80.61008000000002,80094.0,1570.4705882352941,107100.0,2100.0,0.2521568627450981,0,-1
problem2_3bit_pop100_t2,6,51206,-54.17124000000001,-61.128290000000014,-50.491560000000014,73920.0,1449.4117647058824,107100.0,2100.0,0.30980392156862746,0,-1
problem2_3bit_pop100_t2,7,51207,-134.68176000000003,-134.68175999999997,-133.13300000000004,99015.0,1941.4705882352941,107100.0,2100.0,0.07549019607843135,0,-1
problem2_3bit_pop100_t2,8,51208,-123.86176000000002,-124.4351384,-113.23728000000003,84357.0,1654.0588235294117,107100.0,2100.0,0.21235294117647058,0,-1
problem2_3bit_pop100_t2,9,51209,-102.86640000000003,-105.16067560000006,-102.73728000000003,79653.0,1561.8235294117646,107100.0,2100.0,0.25627450980392164,0,-1
