condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,total_execute_calls,mean_execute_calls_per_generation,total_execute_calls_nominal,mean_execute_calls_nominal_per_generation,mean_duplicate_ratio_per_generation
7bit_problem1,0,40200,60.0,43.96,60.0,21736.0,426.19607843137254,30600.0,600.0,0.28967320261437907
7bit_problem1,1,40201,30.0,26.206666666666667,30.0,25120.0,492.54901960784315,30600.0,600.0,0.17908496732026144
7bit_problem1,2,40202,24.0,23.333333333333332,24.0,17580.0,344.70588235294116,30600.0,600.0,0.42549019607843136
7bit_problem1,3,40203,46.0,43.96666666666667,46.0,15672.0,307.29411764705884,30600.0,600.0,0.4878431372549021
7bit_problem1,4,40204,52.0,30.813333333333333,52.0,25772.0,505.3333333333333,30600.0,600.0,0.1577777777777778
