generation,best_fitness,mean_fitness,std_fitness,best_index
0,8.3,6.4785,0.6050518572816713,177
1,8.5,6.850999999999999,0.5565959036859686,178
2,9.0,7.144499999999999,0.5460492193932703,198
3,8.7,7.499,0.463895462361942,143
4,8.8,7.791,0.43819972615235625,18
5,9.2,8.026000000000002,0.3906712172658744,69
6,9.4,8.278500000000001,0.38404133892069486,119
7,9.4,8.478000000000002,0.3328903723450109,32
8,9.4,8.659500000000001,0.3258983737302167,3
9,9.7,8.837,0.3162767775224732,135
10,9.9,8.97,0.3160696125855822,39
11,9.9,9.171,0.3258205027311817,39
12,10.2,9.285499999999999,0.32099805295359657,176
13,10.5,9.4255,0.32031195731661344,83
14,10.6,9.5965,0.32823429132252474,105
15,11.0,9.795,0.3261518051460087,184
16,11.0,9.988499999999998,0.3087357284150961,164
17,11.2,10.1405,0.33182789213687264,147
18,11.2,10.3595,0.31082109001803593,106
19,11.2,10.517999999999999,0.27509271164463805,72
20,11.2,10.654000000000002,0.23871321706181253,113
21,11.3,10.789499999999999,0.2148016526938283,192
22,11.3,10.902000000000001,0.1810966592734388,26
23,11.3,10.9915,0.15158413505377125,25
24,11.5,11.0855,0.13542433311631977,154
25,11.4,11.1525,0.12244896896258468,3
26,11.6,11.21,0.11269427669584671,75
27,11.6,11.267000000000003,0.10867842472174533,47
28,11.6,11.319,0.11678612931337369,44
29,11.7,11.365500000000003,0.10981689305384663,98
30,11.9,11.4235,0.11617981752438744,128
31,12.0,11.495,0.12072696467649612,6
32,11.9,11.564499999999999,0.12763130493730748,29
33,12.0,11.633,0.12574179893734627,38
34,12.1,11.706999999999999,0.1214536948799832,36
35,12.2,11.77,0.12727922061357883,173
36,12.2,11.835,0.1333229162597339,1
37,12.2,11.905,0.11779218989389735,106
38,12.3,11.960999999999999,0.12320308437697466,56
39,12.3,12.0175,0.12265296572036051,11
40,12.5,12.0815,0.12493098094548029,71
41,12.4,12.144499999999999,0.11255998400852768,29
42,12.5,12.213000000000001,0.10968591523071715,164
43,12.6,12.273000000000001,0.1202954695738791,136
44,12.6,12.3345,0.09879144699820948,2
45,12.6,12.384,0.10268398122394745,23
46,12.6,12.430500000000002,0.0923024918406863,16
47,12.7,12.4775,0.08856494791959149,33
48,12.7,12.5145,0.08330516190489014,5
49,12.8,12.552999999999999,0.07868290792796082,63
50,12.8,12.591999999999999,0.06431174076325391,138
