generation,generation_mean,generation_std,best_fitness_mean,best_fitness_std,mean_fitness_mean,mean_fitness_std,std_fitness_mean,std_fitness_std,best_index_mean,best_index_std,execute_calls_mean,execute_calls_std,execute_calls_nominal_mean,execute_calls_nominal_std,fitness_cases_mean,fitness_cases_std,unique_programs_mean,unique_programs_std,duplicate_ratio_mean,duplicate_ratio_std,freq_NOP_mean,freq_NOP_std,freq_X_mean,freq_X_std,freq_+_mean,freq_+_std,freq_-_mean,freq_-_std,freq_*_mean,freq_*_std,freq_1_mean,freq_1_std,freq_-1_mean,freq_-1_std,freq_0_mean,freq_0_std
0,0.0,0.0,7.4,4.221637386396683,0.42800000000000005,0.09101892355133873,1.4293024034783386,0.20670601617607268,90.5,62.9501566497036,400.0,0.0,400.0,0.0,2.0,0.0,200.0,0.0,0.0,0.0,0.1242,0.0026975068507561852,0.12585,0.0049074458419179805,0.12605,0.0052381848236687355,0.12443333333333333,0.0037640272627291003,0.12521666666666667,0.004918502482124683,0.12548333333333334,0.0050500275026753826,0.1242,0.005199002753377766,0.12456666666666667,0.0020893616486298977
1,1.0,0.0,6.4,3.7475918193480524,0.9490000000000001,0.13353734392379618,1.3287852396130981,0.20997297970707618,63.9,65.34260138344322,385.0,4.346134936801764,400.0,0.0,2.0,0.0,192.5,2.173067468400882,0.03750000000000003,0.010865337342004424,0.12593333333333334,0.005137732602646453,0.13281666666666667,0.005192854777551628,0.12490000000000001,0.008616378317404695,0.12206666666666668,0.006290890925932133,0.12405,0.006514016227137254,0.12593333333333334,0.004877638570526869,0.12231666666666667,0.00868639137166455,0.12198333333333333,0.003839728964200278
2,2.0,0.0,7.6,3.5023801430836525,1.4460000000000002,0.12598059815348991,1.4951191957985153,0.23902252417061076,52.1,50.949757386839224,381.4,5.660781257427673,400.0,0.0,2.0,0.0,190.7,2.8303906287138365,0.04650000000000003,0.014151953143569174,0.1273,0.008748121491476309,0.14018333333333333,0.00574265499745136,0.12349999999999998,0.010418407261983148,0.12025,0.006576825193786865,0.12065000000000001,0.006772516172637905,0.12531666666666666,0.006776161009354147,0.12443333333333333,0.011702642943021539,0.11836666666666666,0.007629863354924179
3,3.0,0.0,7.8,3.3266599866332403,1.982,0.19747292360107396,1.4590759012970385,0.32604961151851136,41.8,38.13950998927781,378.8,7.899367063252599,400.0,0.0,2.0,0.0,189.4,3.9496835316262997,0.05299999999999999,0.019748417658131463,0.1276,0.015178404086638486,0.14878333333333332,0.00654049588485102,0.1263166666666667,0.012788027290215984,0.11850000000000001,0.009280605024977065,0.11653333333333334,0.00918862689402127,0.12351666666666668,0.007532829383340535,0.12175,0.015678531756025224,0.11699999999999999,0.007313947440369934
4,4.0,0.0,7.6,1.2649110640673518,2.383,0.3164753808223741,1.3558538165952743,0.2468252373734834,80.8,49.34189114963291,380.8,5.181162460726786,400.0,0.0,2.0,0.0,190.4,2.590581230363393,0.04800000000000002,0.012952906151816945,0.12723333333333334,0.01543408925434575,0.15256666666666668,0.008595218308907441,0.13474999999999998,0.017115304320265777,0.11561666666666667,0.010026523467259539,0.11551666666666667,0.00845410631469979,0.11835,0.00906916155760965,0.12038333333333333,0.018433572766511426,0.11558333333333333,0.010461348613578211
5,5.0,0.0,8.8,2.859681411936962,2.716,0.44537624543749527,1.5613470718982723,0.36970757374307345,71.1,62.91873065047218,383.2,7.842901957254797,400.0,0.0,2.0,0.0,191.6,3.9214509786273983,0.04200000000000002,0.01960725489313699,0.12671666666666667,0.020026687441425342,0.15643333333333334,0.01027558535174457,0.14078333333333332,0.023659108078322146,0.1129,0.01026175928891843,0.11326666666666667,0.009455287892803817,0.11685000000000001,0.009942256121732305,0.1183,0.022096561377086658,0.11474999999999999,0.011372549254376078
6,6.0,0.0,9.4,3.6575644598253874,3.162,0.6377704219475148,1.7155165937420598,0.42776267640888255,71.8,76.82273968906169,378.2,10.5598821542246,400.0,0.0,2.0,0.0,189.1,5.2799410771123,0.05450000000000001,0.026399705385561467,0.12545,0.02241885917957424,0.1602,0.01420697967919073,0.14891666666666667,0.02810564834932299,0.11371666666666666,0.011976584665375748,0.11141666666666668,0.01021927795763031,0.11513333333333334,0.011250185183661054,0.11651666666666667,0.02218266618358455,0.10865,0.014650127459100867
7,7.0,0.0,11.4,8.221921916437786,3.6420000000000003,0.8223381299684455,1.8235961233731892,0.6443922018445631,46.8,54.72517194531639,376.8,7.254117604658903,400.0,0.0,2.0,0.0,188.4,3.6270588023294517,0.057999999999999996,0.01813529401164722,0.12304999999999999,0.024820472682798182,0.16396666666666665,0.01623701760609813,0.15523333333333333,0.03106059390654276,0.11695,0.013169608204001875,0.10868333333333333,0.012979910878729217,0.11395,0.01463296844225732,0.11368333333333333,0.02394069962982352,0.10448333333333333,0.01711552071608445
8,8.0,0.0,10.0,2.8284271247461903,3.9130000000000003,0.9826952732154564,2.020913799687503,0.4336119799398454,62.6,45.33872516955015,370.8,11.63137519336767,400.0,0.0,2.0,0.0,185.4,5.815687596683835,0.073,0.029078437983419164,0.1207,0.02758184230053094,0.16723333333333332,0.017572635854196644,0.1619,0.03315379426361444,0.12033333333333333,0.01912192846310612,0.10640000000000001,0.012839512701802707,0.11226666666666667,0.013896931005010592,0.11238333333333332,0.022838543606676722,0.09878333333333333,0.0175792824893255
9,9.0,0.0,11.0,4.0276819911981905,4.41,1.1637964694147436,2.0739514468519666,0.5653370637658313,40.4,42.303664143901294,365.8,11.640923980127655,400.0,0.0,2.0,0.0,182.9,5.820461990063827,0.08549999999999999,0.029102309950319132,0.12066666666666666,0.028947909794689516,0.17176666666666668,0.02083639977432656,0.16353333333333334,0.03427924542148889,0.12109999999999999,0.022759098031553803,0.10336666666666668,0.014488352069128234,0.1137,0.01747622723926759,0.11111666666666667,0.02558899382426498,0.09475,0.019226115533786812
10,10.0,0.0,11.2,4.3410188256265885,4.742,1.1987196873701913,2.267851014152034,0.6298604586287256,71.1,64.55910298151437,369.2,12.691204303243516,400.0,0.0,2.0,0.0,184.6,6.345602151621758,0.07699999999999999,0.031728010758108764,0.11903333333333332,0.028241332112812472,0.17545,0.025229936412088417,0.16636666666666666,0.03363977657329541,0.12231666666666667,0.02588476958167285,0.10005,0.017228860727723953,0.119,0.01629625420869986,0.10808333333333334,0.023878453793232828,0.0897,0.01716887795898062
11,11.0,0.0,12.6,5.89161362540952,5.16,1.2910632999370883,2.2640994835840984,0.5926339777582593,68.4,65.18895611988276,361.8,12.236557250032924,400.0,0.0,2.0,0.0,180.9,6.118278625016462,0.09549999999999999,0.030591393125082324,0.1183,0.027318175562240293,0.18021666666666666,0.025571377952123938,0.17053333333333334,0.03623575071155046,0.12318333333333334,0.029454657557877864,0.09613333333333333,0.019568461650268387,0.11825000000000001,0.015226327508060376,0.10369999999999999,0.023744499038048816,0.08968333333333334,0.018266621046171737
12,12.0,0.0,14.6,7.777460310981271,5.521,1.3703482931154563,2.3128866933370142,0.6904468309922951,89.3,50.56140381314145,357.4,10.068653225619492,400.0,0.0,2.0,0.0,178.7,5.034326612809746,0.1065,0.02517163306404875,0.11746666666666668,0.025585827481268503,0.18231666666666665,0.02743707165924541,0.17341666666666666,0.03951248044746256,0.12653333333333333,0.03413985397786039,0.09578333333333333,0.021472211441710673,0.11661666666666666,0.014325374620745226,0.09835,0.023776797747196977,0.08951666666666666,0.02012299372715725
13,13.0,0.0,15.4,11.236844159579087,5.933,1.4889970524558545,2.586859694322354,0.9650946539015746,92.2,59.42090915195126,359.0,13.341664064126334,400.0,0.0,2.0,0.0,179.5,6.670832032063167,0.1025,0.03335416016031584,0.11715,0.02682596517196366,0.18225,0.030916679145450206,0.17765,0.042594010040826455,0.1268,0.040139632826631466,0.09758333333333333,0.021373262690209265,0.11448333333333334,0.016960456914995894,0.09436666666666667,0.023509099892972885,0.08971666666666667,0.021967154212540387
14,14.0,0.0,15.6,11.187294380481616,6.298,1.4564858774156073,2.5558263261779435,0.7466456770976581,73.0,53.80830171389293,356.0,11.699952516522826,400.0,0.0,2.0,0.0,178.0,5.849976258261413,0.10999999999999999,0.0292498812913071,0.11626666666666667,0.027624264696096437,0.18693333333333334,0.033681991378329695,0.18023333333333333,0.04764945299130276,0.12764999999999999,0.046666696428561937,0.09635,0.023003683279954203,0.11195,0.01719550795490382,0.09395,0.022905340635529296,0.08666666666666667,0.025851188572622422
15,15.0,0.0,16.6,10.915839663331244,6.774000000000001,1.5608274158990874,2.712920635970436,0.9709225984288039,72.5,60.595654409646684,351.4,13.533497535949664,400.0,0.0,2.0,0.0,175.7,6.766748767974832,0.12149999999999998,0.033833743839874184,0.11398333333333333,0.02806522935529714,0.18778333333333336,0.03339245220401657,0.18165,0.051535703194035325,0.13125,0.05191821976156228,0.09696666666666667,0.021112836186828424,0.10933333333333332,0.019871811414385175,0.09290000000000001,0.022418466814681768,0.08613333333333333,0.028295813938103164
16,16.0,0.0,14.2,4.9396356140913875,7.095000000000001,1.4652739599739626,2.735896057821071,1.0819338451737048,52.2,52.59023990564536,349.2,16.005554591384136,400.0,0.0,2.0,0.0,174.6,8.002777295692068,0.127,0.04001388647846035,0.11185,0.029398963826537734,0.18976666666666667,0.03761707650049967,0.18463333333333332,0.053048591747752866,0.13171666666666665,0.05632308968885466,0.09785,0.021135285866104938,0.10729999999999999,0.02150879808500997,0.09255,0.023980708553252746,0.08433333333333333,0.030242333994453852
