generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,-133.13300000000004,-153.71630560000003,7.604274475634382,1,1050.0,1050.0,21.0,50.0,0.0,0.13133333333333333,0.12133333333333333,0.13666666666666666,0.10666666666666667,0.13733333333333334,0.13066666666666665,0.112,0.124
1,-133.13300000000004,-147.17041520000004,7.395035460583605,5,1008.0,1050.0,21.0,48.0,0.040000000000000036,0.14066666666666666,0.12,0.132,0.10866666666666666,0.12733333333333333,0.14533333333333334,0.11666666666666667,0.10933333333333334
2,-133.13300000000004,-140.91599840000003,6.897790228037778,4,924.0,1050.0,21.0,44.0,0.12,0.14333333333333334,0.11733333333333333,0.132,0.12666666666666668,0.116,0.12933333333333333,0.12933333333333333,0.106
3,-133.13300000000004,-138.46556560000005,7.335503064634671,1,903.0,1050.0,21.0,43.0,0.14,0.144,0.116,0.13266666666666665,0.134,0.122,0.11933333333333333,0.12733333333333333,0.10466666666666667
4,-133.13300000000004,-136.99397440000004,7.565078517130711,0,861.0,1050.0,21.0,41.0,0.18000000000000005,0.15,0.116,0.11733333333333333,0.16933333333333334,0.12933333333333333,0.14133333333333334,0.08266666666666667,0.094
5,-123.88176000000003,-134.90339440000008,6.272984122909335,30,609.0,1050.0,21.0,29.0,0.42000000000000004,0.16066666666666668,0.11133333333333334,0.10466666666666667,0.19466666666666665,0.14266666666666666,0.15733333333333333,0.051333333333333335,0.07733333333333334
6,-113.23728000000003,-133.52414640000003,5.780819856841677,33,567.0,1050.0,21.0,27.0,0.45999999999999996,0.15733333333333333,0.11466666666666667,0.098,0.21066666666666667,0.14866666666666667,0.162,0.03866666666666667,0.07
7,-113.23728000000003,-132.54689280000002,5.992695973356582,4,567.0,1050.0,21.0,27.0,0.45999999999999996,0.16066666666666668,0.11333333333333333,0.09533333333333334,0.20933333333333334,0.146,0.16933333333333334,0.042,0.064
8,-113.23728000000003,-131.28271760000004,8.989225707528446,0,651.0,1050.0,21.0,31.0,0.38,0.16866666666666666,0.11466666666666667,0.09466666666666666,0.20733333333333334,0.15,0.16533333333333333,0.04133333333333333,0.058
9,-113.23728000000003,-125.49578800000003,9.870620502459209,3,441.0,1050.0,21.0,21.0,0.5800000000000001,0.16333333333333333,0.12866666666666668,0.09866666666666667,0.20266666666666666,0.136,0.17933333333333334,0.05533333333333333,0.036
10,-113.23728000000003,-117.39967200000005,6.914545046281501,0,273.0,1050.0,21.0,13.0,0.74,0.16333333333333333,0.13533333333333333,0.1,0.198,0.13466666666666666,0.19,0.066,0.012666666666666666
11,-113.23728000000003,-115.50880240000002,7.9060048155954386,0,126.0,1050.0,21.0,6.0,0.88,0.166,0.13466666666666666,0.10066666666666667,0.198,0.134,0.19866666666666666,0.06666666666666667,0.0013333333333333333
12,-113.23728000000003,-113.65973760000004,2.9572032000000013,0,42.0,1050.0,21.0,2.0,0.96,0.16733333333333333,0.13333333333333333,0.1,0.2,0.13266666666666665,0.2,0.06666666666666667,0.0
13,-113.23728000000003,-115.09102320000004,8.267790938791196,0,105.0,1050.0,21.0,5.0,0.9,0.166,0.13466666666666666,0.09933333333333333,0.2,0.134,0.19866666666666666,0.066,0.0013333333333333333
14,-103.16928000000003,-113.65383440000005,4.576536375711292,5,84.0,1050.0,21.0,4.0,0.92,0.16866666666666666,0.13266666666666665,0.098,0.20066666666666666,0.13333333333333333,0.19866666666666666,0.06666666666666667,0.0013333333333333333
15,-103.16928000000003,-113.46483600000005,6.168090157453926,19,147.0,1050.0,21.0,7.0,0.86,0.16866666666666666,0.13333333333333333,0.09866666666666667,0.2,0.132,0.19733333333333333,0.06733333333333333,0.0026666666666666666
16,-103.16928000000003,-112.03814880000003,6.918815318963397,2,126.0,1050.0,21.0,6.0,0.88,0.166,0.13333333333333333,0.10066666666666667,0.19866666666666666,0.13466666666666666,0.19133333333333333,0.06666666666666667,0.008666666666666666
17,-103.16928000000003,-109.36454880000005,5.544406957040811,0,126.0,1050.0,21.0,6.0,0.88,0.16533333333333333,0.13333333333333333,0.10066666666666667,0.19933333333333333,0.13466666666666666,0.18533333333333332,0.06666666666666667,0.014666666666666666
18,-103.16928000000003,-108.92918320000004,10.369712393808701,0,189.0,1050.0,21.0,9.0,0.8200000000000001,0.16533333333333333,0.13333333333333333,0.1,0.19933333333333333,0.134,0.174,0.06666666666666667,0.027333333333333334
19,-103.16928000000003,-104.60496960000005,5.090058271519084,0,63.0,1050.0,21.0,3.0,0.94,0.16733333333333333,0.13333333333333333,0.09933333333333333,0.2,0.13333333333333333,0.16933333333333334,0.06666666666666667,0.030666666666666665
20,-103.16928000000003,-105.85232800000003,11.485781303387595,0,105.0,1050.0,21.0,5.0,0.9,0.16666666666666666,0.13333333333333333,0.10133333333333333,0.198,0.134,0.16666666666666666,0.06666666666666667,0.03333333333333333
21,-103.16928000000003,-105.14307840000004,9.029346206714052,0,84.0,1050.0,21.0,4.0,0.92,0.16733333333333333,0.13333333333333333,0.10066666666666667,0.19866666666666666,0.13333333333333333,0.16733333333333333,0.066,0.03333333333333333
22,-103.16928000000003,-106.23723440000003,11.739697389329274,1,105.0,1050.0,21.0,5.0,0.9,0.16866666666666666,0.132,0.10133333333333333,0.19866666666666666,0.13266666666666665,0.16666666666666666,0.06666666666666667,0.03333333333333333
23,-103.16928000000003,-105.57088960000004,11.846739739025072,0,63.0,1050.0,21.0,3.0,0.94,0.16533333333333333,0.134,0.1,0.19933333333333333,0.13533333333333333,0.166,0.06666666666666667,0.03333333333333333
24,-103.16928000000003,-103.58322240000003,2.8975968,0,63.0,1050.0,21.0,3.0,0.94,0.16666666666666666,0.13333333333333333,0.09933333333333333,0.20066666666666666,0.13333333333333333,0.166,0.06666666666666667,0.034
25,-103.16928000000003,-105.20235600000004,7.216419509624978,0,168.0,1050.0,21.0,8.0,0.84,0.16733333333333333,0.134,0.1,0.20066666666666666,0.132,0.166,0.066,0.034
26,-103.16928000000003,-109.09236480000003,15.570421314838496,0,210.0,1050.0,21.0,10.0,0.8,0.166,0.13333333333333333,0.1,0.2,0.13333333333333333,0.168,0.06666666666666667,0.03266666666666666
27,-103.16928000000003,-105.55942160000002,11.725504983448575,0,84.0,1050.0,21.0,4.0,0.92,0.16666666666666666,0.13333333333333333,0.1,0.2,0.13266666666666665,0.16666666666666666,0.06733333333333333,0.03333333333333333
