generation,best_fitness,mean_fitness,std_fitness,best_index
0,5.0,1.9,1.0816653826391966,49
1,5.0,2.76,1.0307278981380101,1
2,6.0,3.64,1.034601372510205,8
3,7.0,4.02,1.1914696806885183,42
4,7.0,4.8,1.0954451150103321,5
5,7.0,5.7,0.9643650760992956,1
6,7.0,6.44,0.6374950980203691,0
7,8.0,6.84,0.46303347611160905,39
8,8.0,7.06,0.36932370625238775,0
9,9.0,7.24,0.5122499389946279,47
10,9.0,7.62,0.596322060635023,16
11,9.0,8.1,0.6708203932499369,0
12,9.0,8.58,0.532541078227774,0
13,9.0,8.96,0.19595917942265423,0
14,9.0,8.94,0.23748684174075835,0
15,9.0,8.98,0.13999999999999999,0
16,9.0,8.96,0.19595917942265423,0
17,9.0,8.98,0.13999999999999999,0
18,9.0,9.0,0.0,0
19,9.0,9.0,0.0,0
20,9.0,9.0,0.0,0
21,9.0,9.0,0.0,0
22,9.0,8.92,0.33704599092705434,0
23,9.0,8.96,0.19595917942265423,0
24,9.0,8.96,0.19595917942265423,1
25,9.0,9.0,0.0,0
26,10.0,8.96,0.34409301068170506,2
27,10.0,9.02,0.31559467676118996,1
28,10.0,9.2,0.4472135954999579,9
29,10.0,9.5,0.5,2
30,10.0,9.92,0.2712931993250107,0
31,10.0,9.98,0.13999999999999999,0
32,10.0,9.92,0.33704599092705434,0
33,10.0,9.96,0.19595917942265423,1
34,10.0,9.96,0.19595917942265423,0
35,10.0,9.94,0.23748684174075835,0
36,10.0,9.92,0.33704599092705434,0
37,10.0,9.98,0.13999999999999999,0
38,10.0,9.96,0.19595917942265423,0
39,10.0,9.96,0.19595917942265423,0
40,10.0,9.9,0.3605551275463989,0
41,10.0,9.92,0.33704599092705434,0
42,10.0,9.94,0.23748684174075835,0
43,10.0,9.94,0.23748684174075835,0
44,10.0,9.98,0.13999999999999999,0
45,10.0,9.98,0.13999999999999999,0
46,10.0,9.98,0.13999999999999999,0
47,10.0,9.96,0.19595917942265423,0
48,10.0,9.94,0.31048349392520047,0
49,10.0,10.0,0.0,0
50,10.0,9.92,0.2712931993250107,0
