run,best_of_run_fitness,generation_of_best
0,14.466666666666667,47
1,14.4,49
2,14.133333333333333,50
3,14.266666666666667,50
4,14.533333333333333,46
5,14.5,48
6,14.3,49
7,14.3,49
8,14.466666666666667,49
9,14.333333333333334,47
