condition,encoding,problem,n_runs,best_of_run_mean,best_of_run_std,final_best_mean,final_best_std,mean_execute_calls_per_generation,mean_execute_calls_nominal_per_generation,execute_call_reduction_ratio,mean_duplicate_ratio_per_generation,ideal_found_fraction,first_ideal_generation_mean
3bit_problem1,3bit,problem1,5,32.0,11.575836902790225,31.2,11.009087155618309,476.17254901960786,600.0,0.20637908496732027,0.2063790849673203,,
7bit_problem1,7bit,problem1,5,42.4,15.05988047761336,42.4,15.05988047761336,415.2156862745098,600.0,0.3079738562091504,0.30797385620915035,,
3bit_problem2,3bit,problem2,5,-70.36921600000002,14.566619745530536,-70.36921600000002,14.566619745530536,4342.552941176471,6300.0,0.31070588235294117,0.31070588235294117,0.0,
7bit_problem2,7bit,problem2,5,-64.79520800000002,30.703052330482073,-64.79520800000002,30.703052330482077,4888.8,6300.0,0.22399999999999998,0.22399999999999998,0.0,
