generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,2.0,0.32,1.4062716664997557,0,100.0,100.0,2.0,50.0,0.0,0.134,0.13733333333333334,0.13466666666666666,0.11533333333333333,0.13333333333333333,0.11733333333333333,0.112,0.116
1,2.0,1.12,1.0703270528207722,0,98.0,100.0,2.0,49.0,0.020000000000000018,0.12933333333333333,0.14533333333333334,0.14466666666666667,0.10666666666666667,0.12866666666666668,0.108,0.12333333333333334,0.114
2,4.0,1.84,0.6740919818541087,35,98.0,100.0,2.0,49.0,0.020000000000000018,0.138,0.15133333333333332,0.15066666666666667,0.10866666666666666,0.11533333333333333,0.10933333333333334,0.108,0.11866666666666667
3,4.0,2.08,0.68818602136341,9,96.0,100.0,2.0,48.0,0.040000000000000036,0.14733333333333334,0.14533333333333334,0.15933333333333333,0.11666666666666667,0.11933333333333333,0.09266666666666666,0.122,0.09733333333333333
4,4.0,2.16,0.9666436778875658,11,94.0,100.0,2.0,47.0,0.06000000000000005,0.144,0.14266666666666666,0.178,0.13,0.106,0.09533333333333334,0.12266666666666666,0.08133333333333333
5,6.0,2.36,1.6823792675850473,2,92.0,100.0,2.0,46.0,0.07999999999999996,0.14266666666666666,0.14133333333333334,0.17866666666666667,0.15133333333333332,0.10133333333333333,0.08466666666666667,0.11533333333333333,0.08466666666666667
6,6.0,2.68,1.7713271860387623,27,90.0,100.0,2.0,45.0,0.09999999999999998,0.13066666666666665,0.13533333333333333,0.19333333333333333,0.17466666666666666,0.09933333333333333,0.07533333333333334,0.114,0.07733333333333334
7,8.0,3.16,1.6044936896105262,15,84.0,100.0,2.0,42.0,0.16000000000000003,0.12933333333333333,0.142,0.19333333333333333,0.18333333333333332,0.09333333333333334,0.06666666666666667,0.11466666666666667,0.07733333333333334
8,8.0,3.72,1.4971973817770319,4,90.0,100.0,2.0,45.0,0.09999999999999998,0.13333333333333333,0.15066666666666667,0.18133333333333335,0.184,0.08466666666666667,0.066,0.13,0.07
9,8.0,3.4,2.1633307652783933,7,86.0,100.0,2.0,43.0,0.14,0.13666666666666666,0.16066666666666668,0.176,0.184,0.074,0.066,0.14133333333333334,0.06133333333333333
10,8.0,3.88,2.4136279746472944,2,88.0,100.0,2.0,44.0,0.12,0.14666666666666667,0.158,0.17733333333333334,0.19133333333333333,0.066,0.06266666666666666,0.13933333333333334,0.058666666666666666
11,8.0,3.84,2.110544953323667,3,84.0,100.0,2.0,42.0,0.16000000000000003,0.14133333333333334,0.148,0.19266666666666668,0.19133333333333333,0.07066666666666667,0.05733333333333333,0.14266666666666666,0.056
12,8.0,4.44,2.7214701909078487,0,68.0,100.0,2.0,34.0,0.31999999999999995,0.136,0.132,0.206,0.20066666666666666,0.06933333333333333,0.05266666666666667,0.15333333333333332,0.05
13,8.0,5.6,2.4657656011875906,0,54.0,100.0,2.0,27.0,0.45999999999999996,0.126,0.12533333333333332,0.214,0.212,0.06066666666666667,0.048,0.17333333333333334,0.04066666666666666
14,8.0,7.04,1.928315326911032,0,34.0,100.0,2.0,17.0,0.6599999999999999,0.13666666666666666,0.12866666666666668,0.19066666666666668,0.23333333333333334,0.03933333333333333,0.03666666666666667,0.20866666666666667,0.026
15,8.0,7.68,1.287478155154487,0,16.0,100.0,2.0,8.0,0.84,0.134,0.13466666666666666,0.184,0.246,0.03333333333333333,0.034,0.21066666666666667,0.023333333333333334
16,10.0,7.72,1.200666481584291,41,24.0,100.0,2.0,12.0,0.76,0.134,0.13333333333333333,0.18466666666666667,0.25,0.034,0.03333333333333333,0.212,0.018666666666666668
17,10.0,7.8,1.4000000000000001,32,26.0,100.0,2.0,13.0,0.74,0.134,0.13666666666666666,0.18866666666666668,0.24466666666666667,0.03333333333333333,0.035333333333333335,0.21,0.017333333333333333
18,14.0,7.96,2.607374158037162,26,30.0,100.0,2.0,15.0,0.7,0.13466666666666666,0.13933333333333334,0.19133333333333333,0.248,0.03266666666666666,0.036,0.20266666666666666,0.015333333333333332
19,14.0,9.36,2.3474241201793937,22,30.0,100.0,2.0,15.0,0.7,0.134,0.14866666666666667,0.198,0.25333333333333335,0.03333333333333333,0.03266666666666666,0.18933333333333333,0.010666666666666666
20,14.0,10.68,3.5464912237308583,1,20.0,100.0,2.0,10.0,0.8,0.13333333333333333,0.156,0.20733333333333334,0.256,0.03333333333333333,0.030666666666666665,0.178,0.005333333333333333
21,14.0,12.36,2.2517548712060114,0,16.0,100.0,2.0,8.0,0.84,0.132,0.148,0.21933333333333332,0.24533333333333332,0.034,0.027333333333333334,0.18733333333333332,0.006666666666666667
22,14.0,13.32,1.9019989484749986,0,18.0,100.0,2.0,9.0,0.8200000000000001,0.13333333333333333,0.13933333333333334,0.22666666666666666,0.24,0.03333333333333333,0.028,0.19466666666666665,0.004666666666666667
23,14.0,13.24,3.728592227637664,0,12.0,100.0,2.0,6.0,0.88,0.134,0.13666666666666666,0.23133333333333334,0.234,0.034,0.03,0.19866666666666666,0.0013333333333333333
24,14.0,13.56,2.1648094604375694,0,10.0,100.0,2.0,5.0,0.9,0.13266666666666665,0.13733333333333334,0.23133333333333334,0.23533333333333334,0.03333333333333333,0.030666666666666665,0.19933333333333333,0.0
25,14.0,12.96,4.064283454681772,1,16.0,100.0,2.0,8.0,0.84,0.13533333333333333,0.13666666666666666,0.23066666666666666,0.23533333333333334,0.034,0.03,0.198,0.0
26,14.0,12.72,3.8731898998112655,0,16.0,100.0,2.0,8.0,0.84,0.13266666666666665,0.13733333333333334,0.23533333333333334,0.23266666666666666,0.03333333333333333,0.03,0.19866666666666666,0.0
27,14.0,13.96,0.27999999999999997,0,6.0,100.0,2.0,3.0,0.94,0.134,0.13466666666666666,0.23333333333333334,0.23333333333333334,0.03333333333333333,0.03133333333333333,0.2,0.0
28,14.0,13.56,2.1648094604375694,0,10.0,100.0,2.0,5.0,0.9,0.13333333333333333,0.13466666666666666,0.23333333333333334,0.23266666666666666,0.034,0.03266666666666666,0.19866666666666666,0.0006666666666666666
29,14.0,13.6,2.0,0,10.0,100.0,2.0,5.0,0.9,0.13466666666666666,0.13333333333333333,0.23333333333333334,0.23266666666666666,0.034,0.03266666666666666,0.19933333333333333,0.0
