run,best_of_run_fitness,generation_of_best
0,14.133333333333333,50
1,14.066666666666666,50
2,14.4,47
3,14.2,50
4,14.233333333333333,50
5,14.3,47
6,14.066666666666666,47
7,14.033333333333333,49
8,14.133333333333333,47
9,14.233333333333333,49
