generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,4.0,0.23,0.8527015890685323,155,400.0,400.0,2.0,200.0,0.0,0.008666666666666666,0.05266666666666667,0.16,0.2698333333333333,0.2816666666666667,0.16783333333333333,0.05333333333333334,0.006
1,4.0,0.42,0.9917661014573951,53,390.0,400.0,2.0,195.0,0.025000000000000022,0.007833333333333333,0.05583333333333333,0.157,0.26666666666666666,0.278,0.17166666666666666,0.05533333333333333,0.007666666666666666
2,12.0,0.83,1.4321661914736012,168,388.0,400.0,2.0,194.0,0.030000000000000027,0.007,0.058333333333333334,0.15266666666666667,0.2595,0.2735,0.183,0.05683333333333333,0.009166666666666667
3,4.0,1.37,1.2422157622571046,7,378.0,400.0,2.0,189.0,0.05500000000000005,0.005333333333333333,0.06216666666666667,0.1495,0.25383333333333336,0.2891666666666667,0.17866666666666667,0.051833333333333335,0.0095
4,8.0,1.75,1.509138827278657,58,366.0,400.0,2.0,183.0,0.08499999999999996,0.0055,0.07133333333333333,0.14833333333333334,0.25583333333333336,0.27416666666666667,0.18283333333333332,0.05316666666666667,0.008833333333333334
5,20.0,2.28,1.887220177933672,71,374.0,400.0,2.0,187.0,0.06499999999999995,0.005,0.07966666666666666,0.16033333333333333,0.24916666666666668,0.264,0.18166666666666667,0.051333333333333335,0.008833333333333334
6,20.0,2.49,1.9646628209440926,114,384.0,400.0,2.0,192.0,0.040000000000000036,0.004666666666666667,0.08516666666666667,0.17683333333333334,0.2445,0.25816666666666666,0.171,0.05216666666666667,0.0075
7,20.0,2.83,2.1842847799680336,87,380.0,400.0,2.0,190.0,0.050000000000000044,0.006666666666666667,0.09066666666666667,0.18033333333333335,0.2435,0.2495,0.1735,0.048,0.007833333333333333
8,20.0,3.21,2.799267761397612,14,362.0,400.0,2.0,181.0,0.09499999999999997,0.006,0.094,0.19816666666666666,0.239,0.23166666666666666,0.18066666666666667,0.04566666666666667,0.004833333333333334
9,20.0,3.99,3.295436238193663,46,358.0,400.0,2.0,179.0,0.10499999999999998,0.0045,0.09916666666666667,0.20883333333333334,0.245,0.22516666666666665,0.1725,0.041,0.003833333333333333
10,20.0,4.4,3.280243893371345,185,360.0,400.0,2.0,180.0,0.09999999999999998,0.005166666666666667,0.09916666666666667,0.22133333333333333,0.25633333333333336,0.20866666666666667,0.16983333333333334,0.036833333333333336,0.0026666666666666666
11,20.0,5.57,3.794087505580228,22,334.0,400.0,2.0,167.0,0.16500000000000004,0.005,0.09733333333333333,0.22266666666666668,0.255,0.2055,0.17566666666666667,0.036166666666666666,0.0026666666666666666
12,20.0,6.44,4.6525691827204465,54,340.0,400.0,2.0,170.0,0.15000000000000002,0.007,0.1,0.2195,0.25466666666666665,0.19133333333333333,0.19033333333333333,0.035,0.0021666666666666666
13,20.0,7.45,4.358612164439502,139,342.0,400.0,2.0,171.0,0.14500000000000002,0.008166666666666666,0.103,0.2215,0.24183333333333334,0.19033333333333333,0.198,0.034666666666666665,0.0025
14,20.0,8.55,4.963617632332289,55,324.0,400.0,2.0,162.0,0.18999999999999995,0.005666666666666667,0.10216666666666667,0.22833333333333333,0.231,0.19066666666666668,0.20066666666666666,0.03916666666666667,0.0023333333333333335
15,20.0,10.25,5.291266389060373,1,276.0,400.0,2.0,138.0,0.31000000000000005,0.0033333333333333335,0.1005,0.2305,0.22516666666666665,0.188,0.20833333333333334,0.041833333333333333,0.0023333333333333335
16,28.0,11.79,5.205372224923017,2,282.0,400.0,2.0,141.0,0.29500000000000004,0.0006666666666666666,0.0985,0.23266666666666666,0.21533333333333332,0.18883333333333333,0.2175,0.044,0.0025
17,28.0,13.08,5.465674706749387,74,290.0,400.0,2.0,145.0,0.275,0.00016666666666666666,0.09716666666666667,0.22583333333333333,0.206,0.19766666666666666,0.22283333333333333,0.04616666666666667,0.004166666666666667
18,28.0,15.1,5.691221310052878,19,298.0,400.0,2.0,149.0,0.255,0.0,0.09466666666666666,0.219,0.20866666666666667,0.19516666666666665,0.2295,0.04666666666666667,0.006333333333333333
19,28.0,16.54,6.101508010320071,0,282.0,400.0,2.0,141.0,0.29500000000000004,0.0,0.0945,0.213,0.21116666666666667,0.19133333333333333,0.23283333333333334,0.050833333333333335,0.006333333333333333
20,28.0,18.64,6.189539562843104,2,268.0,400.0,2.0,134.0,0.32999999999999996,0.0,0.09633333333333334,0.20616666666666666,0.2085,0.1935,0.238,0.049833333333333334,0.007666666666666666
21,28.0,20.04,5.599857141034939,8,258.0,400.0,2.0,129.0,0.355,0.0,0.09766666666666667,0.2015,0.2045,0.19233333333333333,0.24583333333333332,0.0515,0.006666666666666667
22,32.0,21.22,5.23369850106022,50,250.0,400.0,2.0,125.0,0.375,0.0,0.09916666666666667,0.1995,0.20266666666666666,0.19033333333333333,0.24916666666666668,0.051333333333333335,0.007833333333333333
23,32.0,22.06,4.732483491783147,6,262.0,400.0,2.0,131.0,0.345,0.0,0.10266666666666667,0.1995,0.208,0.18616666666666667,0.24733333333333332,0.0475,0.008833333333333334
24,36.0,21.8,6.971370023173351,113,266.0,400.0,2.0,133.0,0.33499999999999996,0.0003333333333333333,0.10433333333333333,0.204,0.20533333333333334,0.18216666666666667,0.24583333333333332,0.0505,0.0075
25,36.0,22.62,6.567769788900947,17,258.0,400.0,2.0,129.0,0.355,0.0,0.10466666666666667,0.1975,0.2015,0.18333333333333332,0.255,0.04833333333333333,0.009666666666666667
26,32.0,24.28,6.318354216091402,20,212.0,400.0,2.0,106.0,0.47,0.0,0.10866666666666666,0.20216666666666666,0.19583333333333333,0.1775,0.25783333333333336,0.0495,0.0085
27,32.0,24.58,7.401594422825396,5,210.0,400.0,2.0,105.0,0.475,0.0,0.1105,0.20333333333333334,0.19233333333333333,0.17633333333333334,0.2608333333333333,0.04683333333333333,0.009833333333333333
28,36.0,25.6,6.776429738438966,65,206.0,400.0,2.0,103.0,0.485,0.0003333333333333333,0.115,0.2005,0.18833333333333332,0.1755,0.26366666666666666,0.04633333333333333,0.010333333333333333
29,36.0,25.24,7.953766403409142,40,198.0,400.0,2.0,99.0,0.505,0.00016666666666666666,0.121,0.2025,0.17433333333333334,0.1765,0.2698333333333333,0.043166666666666666,0.0125
30,36.0,27.26,5.558093198211056,10,160.0,400.0,2.0,80.0,0.6,0.0,0.12416666666666666,0.20483333333333334,0.163,0.17383333333333334,0.2811666666666667,0.04016666666666667,0.012833333333333334
31,40.0,28.2,5.4808758424178885,24,154.0,400.0,2.0,77.0,0.615,0.0,0.12466666666666666,0.205,0.15816666666666668,0.1745,0.2856666666666667,0.0365,0.0155
32,36.0,27.8,8.368990381163071,1,138.0,400.0,2.0,69.0,0.655,0.0,0.12633333333333333,0.20266666666666666,0.152,0.17383333333333334,0.2946666666666667,0.033,0.0175
33,36.0,28.92,6.371310697179976,4,130.0,400.0,2.0,65.0,0.675,0.0,0.12983333333333333,0.205,0.14433333333333334,0.1725,0.2996666666666667,0.029666666666666668,0.019
34,40.0,30.44,6.142182022701704,186,96.0,400.0,2.0,48.0,0.76,0.0,0.133,0.20816666666666667,0.13516666666666666,0.16916666666666666,0.30533333333333335,0.031,0.018166666666666668
35,36.0,31.1,6.367888189973187,1,78.0,400.0,2.0,39.0,0.8049999999999999,0.0,0.13266666666666665,0.20866666666666667,0.129,0.16783333333333333,0.31483333333333335,0.028333333333333332,0.018666666666666668
36,40.0,32.16,5.258745097454335,3,72.0,400.0,2.0,36.0,0.8200000000000001,0.00016666666666666666,0.13233333333333333,0.21383333333333332,0.1245,0.16633333333333333,0.31483333333333335,0.030166666666666668,0.017833333333333333
37,40.0,30.74,13.245844631430643,13,58.0,400.0,2.0,29.0,0.855,0.0,0.13383333333333333,0.21566666666666667,0.11933333333333333,0.166,0.317,0.034,0.014166666666666666
38,40.0,33.14,8.469970484009965,1,54.0,400.0,2.0,27.0,0.865,0.0,0.133,0.2205,0.11716666666666667,0.16383333333333333,0.314,0.042333333333333334,0.009166666666666667
39,40.0,33.36,9.899010051515253,3,46.0,400.0,2.0,23.0,0.885,0.00016666666666666666,0.13266666666666665,0.22516666666666665,0.11316666666666667,0.16216666666666665,0.3125,0.048,0.006166666666666667
40,40.0,33.6,9.715966241192895,0,66.0,400.0,2.0,33.0,0.835,0.0,0.13266666666666665,0.23233333333333334,0.10916666666666666,0.16,0.307,0.05516666666666667,0.0036666666666666666
41,40.0,35.88,5.7676338302635,2,48.0,400.0,2.0,24.0,0.88,0.00016666666666666666,0.13333333333333333,0.23766666666666666,0.10766666666666666,0.15533333333333332,0.30566666666666664,0.058166666666666665,0.002
42,40.0,35.88,8.596836627504329,1,50.0,400.0,2.0,25.0,0.875,0.00016666666666666666,0.13333333333333333,0.24433333333333335,0.106,0.14983333333333335,0.3055,0.059166666666666666,0.0016666666666666668
43,40.0,37.8,5.087238936790762,0,42.0,400.0,2.0,21.0,0.895,0.0,0.13316666666666666,0.253,0.10516666666666667,0.14283333333333334,0.3035,0.062,0.0003333333333333333
44,40.0,37.36,11.015915758574046,0,36.0,400.0,2.0,18.0,0.91,0.0,0.13266666666666665,0.2613333333333333,0.10333333333333333,0.1365,0.30233333333333334,0.06366666666666666,0.00016666666666666666
45,40.0,38.4,7.375635565834309,0,32.0,400.0,2.0,16.0,0.92,0.00016666666666666666,0.133,0.262,0.10433333333333333,0.13416666666666666,0.30316666666666664,0.06283333333333334,0.0003333333333333333
46,40.0,38.3,9.142756695876798,0,30.0,400.0,2.0,15.0,0.925,0.0,0.13333333333333333,0.26416666666666666,0.10233333333333333,0.13383333333333333,0.30183333333333334,0.06416666666666666,0.0003333333333333333
47,40.0,37.88,8.216179160656125,0,38.0,400.0,2.0,19.0,0.905,0.00016666666666666666,0.13233333333333333,0.264,0.10333333333333333,0.13433333333333333,0.30233333333333334,0.06266666666666666,0.0008333333333333334
48,40.0,38.52,6.32847532980891,0,30.0,400.0,2.0,15.0,0.925,0.0,0.133,0.2643333333333333,0.10266666666666667,0.13433333333333333,0.30216666666666664,0.06333333333333334,0.00016666666666666666
49,40.0,37.48,11.108987352589791,0,32.0,400.0,2.0,16.0,0.92,0.0,0.13333333333333333,0.2625,0.10433333333333333,0.13416666666666666,0.30216666666666664,0.0635,0.0
50,64.0,38.5,7.126710321038733,39,40.0,400.0,2.0,20.0,0.9,0.00016666666666666666,0.13316666666666666,0.2635,0.10316666666666667,0.13416666666666666,0.302,0.06366666666666666,0.00016666666666666666
