condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
15bit_L30_trap,0,30300,20.066666666666674,19.81600000000001,20.133333333333336,0,-1
15bit_L30_trap,1,30301,20.53333333333334,20.29666666666667,20.53333333333334,0,-1
15bit_L30_trap,2,30302,20.400000000000006,20.18433333333334,20.466666666666672,0,-1
15bit_L30_trap,3,30303,21.000000000000004,20.760333333333342,21.066666666666674,0,-1
15bit_L30_trap,4,30304,20.733333333333338,20.224000000000004,20.733333333333338,0,-1
15bit_L30_trap,5,30305,20.400000000000006,20.200666666666674,20.400000000000006,0,-1
15bit_L30_trap,6,30306,20.66666666666667,20.22466666666667,20.66666666666667,0,-1
15bit_L30_trap,7,30307,20.33333333333334,20.107000000000003,20.33333333333334,0,-1
15bit_L30_trap,8,30308,20.666666666666675,20.336000000000002,20.666666666666675,0,-1
15bit_L30_trap,9,30309,21.06666666666667,20.638,21.06666666666667,0,-1
