run,best_of_run_fitness,generation_of_best
0,20.133333333333336,49
1,20.53333333333334,47
2,20.466666666666672,49
3,21.066666666666674,48
4,20.733333333333338,50
5,20.400000000000006,47
6,20.66666666666667,50
7,20.33333333333334,49
8,20.666666666666675,50
9,21.06666666666667,50
