generation,best_fitness,mean_fitness,std_fitness,best_index
0,7.3,6.496666666666667,0.3470670764500078,63
1,7.466666666666667,6.683222222222222,0.31629215670810074,153
2,7.466666666666667,6.837111111111111,0.2942167673210341,195
3,7.8,6.987555555555555,0.25664636764367293,256
4,7.8,7.116444444444444,0.24130038653763045,123
5,7.8,7.251555555555556,0.23031658297886787,34
6,7.966666666666667,7.39711111111111,0.2250082028683059,225
7,8.1,7.530222222222222,0.21051424396838386,215
8,8.3,7.6418888888888885,0.18093621412046537,173
9,8.3,7.752111111111111,0.18151417317038465,297
10,8.333333333333334,7.865444444444444,0.17207445273471186,72
11,8.433333333333334,7.961888888888889,0.17310708168181635,24
12,8.633333333333333,8.072222222222221,0.16884867942394416,208
13,8.633333333333333,8.171333333333331,0.14904784218249958,34
14,8.733333333333333,8.260111111111112,0.15730833919486584,273
15,8.733333333333333,8.35588888888889,0.15020525052058142,188
16,8.866666666666667,8.435555555555554,0.16382767218281366,108
17,8.866666666666667,8.525222222222222,0.1631318106756648,81
18,9.0,8.611888888888888,0.13803967044760698,68
19,9.033333333333333,8.68388888888889,0.13937581312390848,219
20,9.133333333333333,8.754666666666665,0.1334321855780988,75
21,9.166666666666666,8.834666666666665,0.12279944504639966,241
22,9.166666666666666,8.901666666666667,0.11557024479285946,46
23,9.266666666666667,8.966444444444445,0.10773744949965773,89
24,9.4,9.036222222222223,0.11342719424838855,208
25,9.4,9.096999999999998,0.1006013400985772,171
26,9.433333333333334,9.155888888888889,0.09917505411152902,245
27,9.466666666666667,9.207666666666666,0.10387189403476972,103
28,9.533333333333333,9.256222222222222,0.10389714762182206,157
29,9.566666666666666,9.315444444444445,0.10510306523117059,3
30,9.633333333333333,9.379777777777777,0.09834908850557048,130
31,9.666666666666666,9.434555555555557,0.09715578682497612,42
32,9.8,9.482666666666667,0.0974656634695291,89
33,9.8,9.543999999999999,0.09690163015102421,113
34,9.9,9.58988888888889,0.0973994574984257,106
35,9.966666666666667,9.653444444444444,0.10102798781024823,281
36,9.966666666666667,9.703777777777777,0.09201744332757386,278
37,10.0,9.752444444444444,0.08750421506602443,298
38,10.133333333333333,9.795333333333334,0.08576712656956655,274
39,10.1,9.840222222222222,0.08117622956822759,273
40,10.066666666666666,9.87711111111111,0.08148043770375227,46
41,10.133333333333333,9.92111111111111,0.07658610904573622,168
42,10.233333333333333,9.95711111111111,0.07696431752987529,120
43,10.2,9.997444444444445,0.07461597154682437,114
44,10.233333333333333,10.039888888888887,0.07311575466509852,116
45,10.333333333333334,10.081666666666665,0.07374254513483335,185
46,10.333333333333334,10.116,0.07964923100695938,266
47,10.4,10.156777777777778,0.0738014520249275,178
48,10.5,10.204888888888888,0.07844664774998313,283
49,10.433333333333334,10.247,0.07140313303635543,2
50,10.466666666666667,10.285444444444444,0.07091457214994623,171
