generation,best_fitness,mean_fitness,std_fitness,best_index
0,63.0,50.45666666666666,5.049236465931149,131
1,65.0,53.27333333333333,4.2259463108542,240
2,65.0,55.53666666666667,3.966777309381284,115
3,69.0,57.72,3.692551060355609,257
4,69.0,59.47666666666667,3.4082432750938163,210
5,70.0,61.14,3.428371819586279,53
6,72.0,62.86666666666667,3.2273139846559022,2
7,74.0,64.76333333333334,3.290489662986684,145
8,76.0,66.41666666666667,3.2562333386223345,221
9,76.0,68.26666666666667,3.005920084692132,62
10,79.0,69.91666666666667,2.991608634534641,79
11,81.0,71.81,3.0420223536325306,282
12,82.0,73.49666666666667,2.4006920298576873,180
13,82.0,74.74333333333334,2.361663726180244,257
14,85.0,75.89,2.222138609538118,246
15,85.0,77.04333333333334,2.2378834246274364,76
16,85.0,77.89666666666666,2.4764199069534945,155
17,87.0,79.16666666666667,2.4328766694776967,42
18,87.0,80.35,2.2466641938660974,192
19,87.0,81.35333333333334,2.0884975992857218,23
20,88.0,82.31666666666666,2.0140478864438376,50
21,88.0,83.39333333333333,1.900514550208852,94
22,89.0,84.28,1.8479538233769082,161
23,89.0,85.01666666666667,1.7367754284561054,55
24,90.0,86.13333333333334,1.6275407487644937,2
25,91.0,86.86,1.7167022650030688,187
26,92.0,87.78666666666666,1.5666808509996186,16
27,92.0,88.72,1.5038616957685969,68
28,94.0,89.44,1.4605021967346257,148
29,95.0,90.04,1.482700239428051,7
30,94.0,90.55333333333333,1.4584771357671522,3
31,95.0,91.29,1.435002903597527,1
32,95.0,91.89,1.3233417296123227,13
33,96.0,92.55333333333333,1.254520714146332,44
34,96.0,93.04666666666667,1.377614685687628,24
35,97.0,93.64666666666666,1.2390139448591997,283
36,97.0,94.25,1.2386148177164145,3
37,98.0,94.72333333333333,1.3292061122673524,89
38,98.0,95.28,1.126173462068196,22
39,98.0,95.76666666666667,1.0734161458736413,35
40,99.0,96.26333333333334,1.1018116394778594,60
41,99.0,96.77333333333333,1.0592240346383552,43
42,99.0,97.2,1.0614455552060438,11
43,100.0,97.59666666666666,0.9419778246977061,197
44,100.0,97.94666666666667,0.9329999404549225,0
45,100.0,98.21666666666667,0.9813539400010353,1
46,100.0,98.62,0.8692525524840292,9
47,100.0,98.91,0.8535611675015837,1
48,100.0,99.15,0.8760707733967615,0
49,100.0,99.48333333333333,0.6605973727535471,0
50,100.0,99.68333333333334,0.6400954789890507,0
