condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,total_execute_calls,mean_execute_calls_per_generation,total_execute_calls_nominal,mean_execute_calls_nominal_per_generation,mean_duplicate_ratio_per_generation,ideal_found,first_ideal_generation
problem2_3bit_pop50_t3,0,51000,-144.13300000000004,-144.37300000000002,-139.40836000000002,48195.0,945.0,53550.0,1050.0,0.09999999999999999,0,-1
problem2_3bit_pop50_t3,1,51001,-133.13300000000004,-133.37354320000003,-133.13300000000004,35658.0,699.1764705882352,53550.0,1050.0,0.3341176470588236,0,-1
problem2_3bit_pop50_t3,2,51002,-133.13300000000004,-133.57300000000004,-133.13300000000004,42630.0,835.8823529411765,53550.0,1050.0,0.20392156862745098,0,-1
problem2_3bit_pop50_t3,3,51003,-103.16928000000003,-104.38696960000004,-103.16928000000003,11886.0,233.05882352941177,53550.0,1050.0,0.7780392156862745,0,-1
problem2_3bit_pop50_t3,4,51004,-100.13300000000002,-100.66839360000002,-89.13300000000002,19635.0,385.0,53550.0,1050.0,0.6333333333333333,0,-1
problem2_3bit_pop50_t3,5,51005,-122.13300000000002,-124.0025688,-113.23728000000003,15330.0,300.5882352941176,53550.0,1050.0,0.7137254901960784,0,-1
problem2_3bit_pop50_t3,6,51006,-52.59780000000001,-55.81973760000001,-52.59780000000001,15813.0,310.05882352941177,53550.0,1050.0,0.7047058823529412,0,-1
problem2_3bit_pop50_t3,7,51007,-144.13300000000004,-144.35300000000004,-144.13300000000004,43386.0,850.7058823529412,53550.0,1050.0,0.18980392156862744,0,-1
problem2_3bit_pop50_t3,8,51008,-133.13300000000004,-133.13300000000004,-133.13300000000004,40089.0,786.0588235294117,53550.0,1050.0,0.25137254901960787,0,-1
problem2_3bit_pop50_t3,9,51009,-102.73728000000003,-106.2214704,-102.73728000000003,24696.0,484.2352941176471,53550.0,1050.0,0.5388235294117647,0,-1
