generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,-137.41008000000002,-156.4209122666667,9.581368944316822,70,6300.0,6300.0,21.0,300.0,0.0,0.0071111111111111115,0.051333333333333335,0.16622222222222222,0.2703333333333333,0.2772222222222222,0.166,0.05555555555555555,0.006222222222222222
1,-133.13300000000004,-153.15593506666673,4.5462188585184675,266,5985.0,6300.0,21.0,285.0,0.050000000000000044,0.006555555555555556,0.05433333333333333,0.17988888888888888,0.26722222222222225,0.26855555555555555,0.16922222222222222,0.04844444444444444,0.0057777777777777775
2,-133.13300000000004,-151.63160173333338,5.1970476000275045,271,5943.0,6300.0,21.0,283.0,0.05666666666666664,0.006888888888888889,0.06233333333333333,0.18022222222222223,0.27044444444444443,0.25955555555555554,0.16833333333333333,0.04622222222222222,0.006
3,-133.13300000000004,-149.62617600000002,5.930795357001847,47,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.00811111111111111,0.06822222222222223,0.17644444444444443,0.2712222222222222,0.257,0.16855555555555554,0.04411111111111111,0.006333333333333333
4,-133.13300000000004,-147.0470282666667,4.856065123735848,120,6090.0,6300.0,21.0,290.0,0.033333333333333326,0.009111111111111111,0.07722222222222222,0.17122222222222222,0.2723333333333333,0.26255555555555554,0.16166666666666665,0.03966666666666667,0.006222222222222222
5,-133.13300000000004,-145.98136733333337,4.067373521124685,81,6027.0,6300.0,21.0,287.0,0.043333333333333335,0.010444444444444444,0.083,0.175,0.269,0.26266666666666666,0.15,0.043333333333333335,0.006555555555555556
6,-123.58016000000003,-145.5467353333334,4.3790197753530276,184,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.011333333333333334,0.08833333333333333,0.16622222222222222,0.26811111111111113,0.2688888888888889,0.1421111111111111,0.047,0.008
7,-111.13300000000004,-145.08887386666672,6.81472912300093,30,5943.0,6300.0,21.0,283.0,0.05666666666666664,0.012555555555555556,0.09077777777777778,0.17766666666666667,0.258,0.25933333333333336,0.14733333333333334,0.044222222222222225,0.01011111111111111
8,-111.13300000000004,-144.10163133333336,5.806509278091233,96,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.013111111111111112,0.086,0.178,0.24855555555555556,0.26955555555555555,0.15455555555555556,0.03988888888888889,0.010333333333333333
9,-111.13300000000004,-143.92301840000005,7.901279411710661,67,5901.0,6300.0,21.0,281.0,0.06333333333333335,0.012888888888888889,0.08755555555555555,0.18633333333333332,0.24,0.2637777777777778,0.15655555555555556,0.04133333333333333,0.011555555555555555
10,-111.13300000000004,-144.03664173333337,9.917615013968478,45,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.012555555555555556,0.08855555555555555,0.1922222222222222,0.24288888888888888,0.25522222222222224,0.15366666666666667,0.04122222222222222,0.013666666666666667
11,-111.13300000000004,-143.23363266666667,8.575573931185065,42,6027.0,6300.0,21.0,287.0,0.043333333333333335,0.011555555555555555,0.09066666666666667,0.194,0.2408888888888889,0.25755555555555554,0.15133333333333332,0.03855555555555556,0.015444444444444445
12,-111.13300000000004,-142.41599440000005,8.389238706695025,93,6090.0,6300.0,21.0,290.0,0.033333333333333326,0.012222222222222223,0.09555555555555556,0.18711111111111112,0.23855555555555555,0.2541111111111111,0.15622222222222223,0.03944444444444444,0.016777777777777777
13,-111.13300000000004,-140.91865600000006,8.097501667782065,13,5985.0,6300.0,21.0,285.0,0.050000000000000044,0.011111111111111112,0.10088888888888889,0.18655555555555556,0.23877777777777778,0.2501111111111111,0.15733333333333333,0.03977777777777778,0.015444444444444445
14,-100.13300000000002,-139.25637440000003,9.694488548140225,110,5922.0,6300.0,21.0,282.0,0.06000000000000005,0.010666666666666666,0.09977777777777778,0.185,0.23722222222222222,0.2541111111111111,0.16,0.03811111111111111,0.015111111111111112
15,-100.13300000000002,-139.24247200000002,11.542495034593978,250,5985.0,6300.0,21.0,285.0,0.050000000000000044,0.010555555555555556,0.10455555555555555,0.18022222222222223,0.23377777777777778,0.24722222222222223,0.16777777777777778,0.04033333333333333,0.015555555555555555
16,-100.13300000000002,-136.44255920000003,12.138875959871275,63,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.010444444444444444,0.11444444444444445,0.17055555555555554,0.23033333333333333,0.24255555555555555,0.1768888888888889,0.039,0.01577777777777778
17,-91.16016000000002,-135.73553680000003,13.336833842744554,116,5838.0,6300.0,21.0,278.0,0.07333333333333336,0.01011111111111111,0.11933333333333333,0.1612222222222222,0.23455555555555554,0.244,0.176,0.03844444444444445,0.01633333333333333
18,-100.13300000000002,-133.7594794666667,15.098429444634027,10,5775.0,6300.0,21.0,275.0,0.08333333333333337,0.010777777777777778,0.12333333333333334,0.15577777777777777,0.23377777777777778,0.23922222222222222,0.182,0.03877777777777778,0.01633333333333333
19,-95.16640000000002,-132.68787840000002,15.941915949441547,225,5901.0,6300.0,21.0,281.0,0.06333333333333335,0.010333333333333333,0.13066666666666665,0.14833333333333334,0.23633333333333334,0.23266666666666666,0.187,0.03755555555555556,0.01711111111111111
20,-100.13300000000002,-133.12362773333336,16.505881746252722,4,5922.0,6300.0,21.0,282.0,0.06000000000000005,0.011333333333333334,0.133,0.14622222222222223,0.2328888888888889,0.2361111111111111,0.18677777777777776,0.036333333333333336,0.017333333333333333
