run,best_of_run_fitness,generation_of_best
0,10.466666666666667,49
1,10.7,50
2,10.4,50
3,10.433333333333334,49
4,10.3,49
5,10.133333333333333,49
6,10.433333333333334,49
7,10.533333333333333,50
8,10.433333333333334,49
9,10.5,50
