condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
pop300_t5,0,12800,26.0,25.873333333333335,26.0,0,-1
pop300_t5,1,12801,27.0,26.91,27.0,0,-1
pop300_t5,2,12802,23.0,22.89,23.0,0,-1
pop300_t5,3,12803,25.0,24.94,25.0,0,-1
pop300_t5,4,12804,26.0,25.883333333333333,26.0,0,-1
