run,best_of_run_fitness,generation_of_best
0,11.6,47
1,11.866666666666667,49
2,11.933333333333334,50
3,12.033333333333333,49
4,11.5,50
5,11.533333333333333,50
6,11.633333333333333,50
7,11.833333333333334,48
8,11.7,48
9,11.633333333333333,50
