condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,total_execute_calls,mean_execute_calls_per_generation,total_execute_calls_nominal,mean_execute_calls_nominal_per_generation,mean_duplicate_ratio_per_generation,ideal_found,first_ideal_generation
problem2_3bit_pop200_t5,0,51700,-65.16352000000002,-67.41436540000004,-65.16352000000002,52878.0,1036.8235294117646,214200.0,4200.0,0.7531372549019608,0,-1
problem2_3bit_pop200_t5,1,51701,-67.13300000000002,-68.90937200000003,-47.76420000000002,58296.0,1143.0588235294117,214200.0,4200.0,0.727843137254902,0,-1
problem2_3bit_pop200_t5,2,51702,-50.70500000000001,-56.97413540000003,-50.49156000000001,60648.0,1189.1764705882354,214200.0,4200.0,0.7168627450980392,0,-1
problem2_3bit_pop200_t5,3,51703,-58.90812000000002,-61.93225900000003,-58.90812000000002,46578.0,913.2941176470588,214200.0,4200.0,0.7825490196078434,0,-1
problem2_3bit_pop200_t5,4,51704,-55.65296000000001,-61.51136240000001,-53.25180000000001,44079.0,864.2941176470588,214200.0,4200.0,0.7942156862745099,0,-1
problem2_3bit_pop200_t5,5,51705,-25.14148000000001,-34.164484800000004,-25.14148000000001,72156.0,1414.8235294117646,214200.0,4200.0,0.6631372549019607,0,-1
problem2_3bit_pop200_t5,6,51706,-80.41008000000002,-81.2380596,-80.41008000000002,78414.0,1537.5294117647059,214200.0,4200.0,0.633921568627451,0,-1
problem2_3bit_pop200_t5,7,51707,-80.41008000000002,-82.8032618,-80.41008000000002,43764.0,858.1176470588235,214200.0,4200.0,0.7956862745098039,0,-1
problem2_3bit_pop200_t5,8,51708,-122.13300000000002,-122.48142340000003,-122.13300000000002,176127.0,3453.470588235294,214200.0,4200.0,0.17774509803921568,0,-1
problem2_3bit_pop200_t5,9,51709,-89.13300000000002,-90.0675824,-89.13300000000002,125412.0,2459.0588235294117,214200.0,4200.0,0.41450980392156866,0,-1
