condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
pop100_t5,0,12000,20.0,19.84,20.0,0,-1
pop100_t5,1,12001,18.0,17.91,18.0,0,-1
pop100_t5,2,12002,18.0,17.94,18.0,0,-1
pop100_t5,3,12003,17.0,16.91,17.0,0,-1
pop100_t5,4,12004,17.0,16.01,17.0,0,-1
