condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
15bit_L30_soft15trap_int,0,30300,10.8,10.646888888888888,10.8,0,-1
15bit_L30_soft15trap_int,1,30301,10.966666666666667,10.719777777777779,10.966666666666667,0,-1
15bit_L30_soft15trap_int,2,30302,10.466666666666667,10.285444444444444,10.5,0,-1
15bit_L30_soft15trap_int,3,30303,10.633333333333333,10.419111111111112,10.633333333333333,0,-1
15bit_L30_soft15trap_int,4,30304,10.766666666666667,10.522444444444446,10.766666666666667,0,-1
15bit_L30_soft15trap_int,5,30305,10.966666666666667,10.777888888888889,10.966666666666667,0,-1
15bit_L30_soft15trap_int,6,30306,10.6,10.412555555555556,10.6,0,-1
15bit_L30_soft15trap_int,7,30307,10.9,10.74788888888889,10.9,0,-1
15bit_L30_soft15trap_int,8,30308,10.833333333333334,10.683111111111112,10.833333333333334,0,-1
15bit_L30_soft15trap_int,9,30309,10.6,10.388444444444445,10.6,0,-1
