generation,best_fitness,mean_fitness,std_fitness,best_index
0,7.0,1.92,1.4154857823376397,95
1,7.0,2.685,1.3512124185338144,102
2,8.0,3.38,1.282809416865966,3
3,9.0,4.135,1.3844764353357555,22
4,9.0,4.765,1.5555625991904023,43
5,10.0,5.65,1.4924811556599298,164
6,10.0,6.45,1.4857657958103625,92
7,11.0,7.23,1.4856311789943022,93
8,11.0,8.01,1.3490366933482574,19
9,13.0,8.8,1.4594519519326423,198
10,14.0,9.445,1.4652559503376876,75
11,14.0,10.25,1.3991068579633223,77
12,15.0,10.98,1.260793400997959,94
13,14.0,11.475,1.1871710070583765,3
14,14.0,12.13,1.132740040786058,5
15,16.0,12.66,1.0316976301223144,73
16,16.0,13.035,1.0880142462302596,111
17,17.0,13.53,1.1397806806574675,5
18,17.0,14.075,1.1997395550701828,16
19,18.0,14.725,1.1310946025863617,52
20,18.0,15.31,1.2181543416168576,39
21,19.0,15.8,1.161895003862225,17
22,20.0,16.52,1.0860939185908371,62
23,20.0,17.14,1.1137324633860683,183
24,21.0,17.645,1.108591448641022,119
25,21.0,18.18,1.1079711187571633,23
26,22.0,18.675,1.1913752557443855,55
27,23.0,19.155,1.179396031873942,54
28,23.0,19.72,1.3006152390311287,28
29,23.0,20.275,1.2366790206031637,9
30,24.0,20.78,1.3234802605252562,40
31,24.0,21.375,1.1680646386223665,37
32,24.0,21.86,1.1403508232118746,2
33,24.0,22.2,1.0295630140987,7
34,25.0,22.635,1.100806522509746,41
35,25.0,23.11,0.8531705573916625,54
36,25.0,23.44,0.7657675887630659,15
37,25.0,23.62,0.7386474125047755,16
38,25.0,23.785,0.7992340082854332,0
39,25.0,23.975,0.7838207703295441,9
40,25.0,24.22,0.8133879763065102,0
41,25.0,24.455,0.746977241955871,0
42,25.0,24.73,0.5719265687131522,0
43,25.0,24.75,0.5722761571129799,0
44,26.0,24.815,0.5203604519945765,175
45,26.0,24.77,0.6221736092120912,31
46,26.0,24.88,0.5436910887627274,0
47,26.0,24.93,0.5339475629684998,36
48,26.0,24.875,0.7137051211810099,26
49,26.0,25.02,0.7208328516376039,9
50,26.0,25.145,0.7028335507074204,2
