run,best_of_run_fitness,generation_of_best
0,14.733333333333333,48
1,14.8,50
2,14.766666666666667,49
3,14.666666666666666,50
4,14.7,48
5,14.833333333333334,49
6,14.633333333333333,48
7,14.766666666666667,49
8,14.8,47
9,14.733333333333333,50
