generation,best_fitness,mean_fitness,std_fitness,best_index
0,7.0,2.04,1.3335666462535722,76
1,7.0,3.68,1.6904437287292353,1
2,9.0,5.77,1.4550257729676133,78
3,9.0,7.16,0.9562426470305537,2
4,11.0,8.16,0.8685620300243386,52
5,11.0,8.99,0.9746281342132496,10
6,12.0,9.98,0.8482924024179399,64
7,12.0,10.73,0.6760917097554147,5
8,13.0,11.34,0.6514598989960932,57
9,13.0,11.94,0.544426303552648,3
10,14.0,12.35,0.6062177826491071,16
11,15.0,13.02,0.6925315877272314,41
12,16.0,13.85,0.8046738469715541,46
13,16.0,14.72,0.6337191807101944,16
14,16.0,15.26,0.5219195340279954,2
15,16.0,15.71,0.5346961754117939,0
16,17.0,15.95,0.29580398915498074,89
17,17.0,15.92,0.4833218389437828,18
18,17.0,16.14,0.4476605857119878,0
19,18.0,16.51,0.6556675987114202,14
20,19.0,17.05,0.5894913061275797,60
21,19.0,17.65,0.6538348415311012,51
22,19.0,18.06,0.3954743986657038,2
23,19.0,18.23,0.7190966555338719,2
24,19.0,18.77,0.5975784467331465,0
25,19.0,18.96,0.19595917942265423,0
26,19.0,18.91,0.40236799077461416,0
27,19.0,18.94,0.23748684174075832,0
28,19.0,19.0,0.0,0
29,19.0,18.94,0.27640549922170504,0
30,19.0,18.97,0.17058722109231983,0
31,19.0,18.98,0.13999999999999999,0
32,19.0,18.89,0.507838557023785,0
33,19.0,18.98,0.19899748742132398,0
34,19.0,18.91,0.4023679907746142,0
35,19.0,18.9,0.41231056256176607,0
36,19.0,18.91,0.37669616403674727,0
37,19.0,18.9,0.38729833462074165,0
38,19.0,18.95,0.2598076211353316,0
39,19.0,18.99,0.09949874371066197,0
40,19.0,18.96,0.24166091947189144,0
41,19.0,18.95,0.25980762113533157,0
42,19.0,18.96,0.2416609194718914,0
43,19.0,18.97,0.17058722109231983,0
44,19.0,18.91,0.40236799077461405,0
45,19.0,18.85,0.51720402163943,0
46,19.0,18.92,0.30594117081556704,1
47,19.0,18.98,0.13999999999999999,0
48,19.0,18.87,0.5413871073455665,0
49,19.0,18.96,0.27999999999999997,1
50,19.0,18.96,0.27999999999999997,0
