generation,best_fitness,mean_fitness,std_fitness,best_index
0,11.3,7.175,1.3664339232713254,239
1,11.0,7.927333333333334,1.2491275177320993,64
2,11.1,8.568666666666667,1.1307894980450115,29
3,12.7,9.237333333333332,1.064897282474804,273
4,12.6,9.802333333333333,1.0104922342876048,158
5,13.1,10.250333333333334,0.9624101112427188,198
6,13.1,10.723666666666668,0.9259265029627832,228
7,13.6,11.205333333333334,0.9251152480757314,107
8,14.3,11.72033333333333,0.9097361644393878,3
9,14.3,12.200666666666667,0.8087023899776453,3
10,14.3,12.655666666666667,0.7415757247615078,76
11,14.3,12.998333333333333,0.6464497058721754,177
12,14.4,13.261666666666668,0.5368089873399,3
13,14.4,13.524333333333331,0.46687745239576045,23
14,14.6,13.694333333333331,0.42591222361212194,182
15,14.7,13.87433333333333,0.3237919428000366,94
16,14.7,13.991000000000001,0.2940844549898322,107
17,14.7,14.127666666666668,0.24221455135662032,51
18,14.8,14.17933333333333,0.32777973634066454,234
19,14.8,14.305333333333335,0.2514721102274013,32
20,14.8,14.369,0.29201426905775224,40
21,14.9,14.466333333333331,0.2695055142705287,75
22,14.9,14.53566666666667,0.26120468772380184,137
23,14.9,14.586999999999998,0.2704274394361637,14
24,14.9,14.626666666666667,0.2721927421679147,24
25,15.0,14.697333333333336,0.2473719646380506,294
26,15.0,14.75066666666667,0.20712207887030204,123
27,15.0,14.797333333333336,0.22433506685808677,35
28,15.0,14.81066666666667,0.2821693738795116,40
29,15.0,14.827000000000002,0.29445599558055086,6
30,15.0,14.846000000000004,0.23864338806400381,0
31,15.0,14.852000000000002,0.25890023818709273,5
32,15.0,14.863333333333337,0.2081399102099889,0
33,15.0,14.856333333333332,0.25973041579470224,3
34,15.0,14.853666666666667,0.3152034616279178,2
35,15.0,14.910333333333334,0.23845311675230596,1
36,15.0,14.908333333333333,0.32817254946479335,0
37,15.0,14.937999999999999,0.28755753047578725,0
38,15.0,14.947333333333333,0.23963768948607025,1
39,15.0,14.950333333333335,0.22007549209810306,0
40,15.0,14.939000000000002,0.24463373983706066,0
41,15.0,14.914000000000003,0.31305590555043045,1
42,15.0,14.932666666666668,0.2438569708296694,0
43,15.0,14.956000000000001,0.20214846029589242,0
44,15.0,14.940333333333335,0.24994643870682018,0
45,15.0,14.932666666666668,0.23480393712390962,0
46,15.0,14.954333333333334,0.19582617008175615,0
47,15.0,14.932666666666668,0.3124092757194568,0
48,15.0,14.929666666666666,0.27656202840512206,0
49,15.0,14.967,0.17381311803198282,0
50,15.0,14.933333333333334,0.2983659200080033,0
