run,best_of_run_fitness,generation_of_best
0,-70.31008000000001,50
1,-63.45376000000001,44
2,-80.41008000000002,46
3,-53.27756000000001,42
4,-58.96212000000002,40
5,-55.033000000000015,47
6,-48.96640000000002,46
7,-89.13300000000002,33
8,-88.03300000000002,44
9,-112.76016000000001,50
