run,best_of_run_fitness,generation_of_best
0,14.666666666666666,48
1,14.266666666666667,49
2,14.6,49
3,14.433333333333334,49
4,14.366666666666667,49
5,14.733333333333333,48
6,14.466666666666667,50
7,14.233333333333333,48
8,14.566666666666666,50
9,14.5,46
