generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,-133.13300000000004,-154.56219240000007,8.31375227229812,88,4200.0,4200.0,21.0,200.0,0.0,0.11866666666666667,0.12816666666666668,0.12983333333333333,0.12266666666666666,0.1225,0.125,0.13216666666666665,0.121
1,-123.88176000000003,-150.47109260000005,7.0016545278573386,72,4053.0,4200.0,21.0,193.0,0.03500000000000003,0.115,0.13916666666666666,0.13783333333333334,0.11116666666666666,0.12516666666666668,0.11966666666666667,0.12916666666666668,0.12283333333333334
2,-123.60016000000002,-147.46657700000006,6.212873770489706,72,4032.0,4200.0,21.0,192.0,0.040000000000000036,0.1185,0.14516666666666667,0.13983333333333334,0.107,0.122,0.11533333333333333,0.12766666666666668,0.1245
3,-123.60016000000002,-145.10071780000007,5.864549259739163,156,4011.0,4200.0,21.0,191.0,0.04500000000000004,0.11933333333333333,0.15883333333333333,0.13716666666666666,0.10283333333333333,0.12,0.11033333333333334,0.133,0.1185
4,-133.13300000000004,-144.21835240000007,4.964961036958726,32,3843.0,4200.0,21.0,183.0,0.08499999999999996,0.1195,0.1605,0.13466666666666666,0.10416666666666667,0.1195,0.10433333333333333,0.13983333333333334,0.1175
5,-122.13300000000002,-143.15422220000005,5.842918055522187,141,4032.0,4200.0,21.0,192.0,0.040000000000000036,0.12066666666666667,0.15983333333333333,0.13566666666666666,0.09783333333333333,0.11683333333333333,0.10533333333333333,0.14633333333333334,0.1175
6,-122.13300000000002,-142.06596820000004,7.366679131424469,4,3927.0,4200.0,21.0,187.0,0.06499999999999995,0.12066666666666667,0.159,0.12583333333333332,0.09483333333333334,0.12116666666666667,0.11016666666666666,0.1555,0.11283333333333333
7,-122.13300000000002,-140.46922880000002,8.648725518591661,6,3927.0,4200.0,21.0,187.0,0.06499999999999995,0.12583333333333332,0.15483333333333332,0.12416666666666666,0.0945,0.12316666666666666,0.11816666666666667,0.1555,0.10383333333333333
8,-122.13300000000002,-138.02525160000002,7.132721354096027,43,3822.0,4200.0,21.0,182.0,0.08999999999999997,0.13183333333333333,0.14883333333333335,0.12666666666666668,0.09633333333333334,0.1215,0.12766666666666668,0.14933333333333335,0.09783333333333333
9,-122.13300000000002,-137.2944314,9.22621425775654,27,3864.0,4200.0,21.0,184.0,0.07999999999999996,0.12583333333333332,0.14516666666666667,0.13066666666666665,0.101,0.11,0.12716666666666668,0.15733333333333333,0.10283333333333333
10,-113.23728000000003,-136.0714562,7.240017418520591,23,3906.0,4200.0,21.0,186.0,0.06999999999999995,0.1255,0.147,0.13016666666666668,0.1055,0.10883333333333334,0.1245,0.15533333333333332,0.10316666666666667
11,-119.76420000000002,-135.9904722,9.016700516346496,185,3906.0,4200.0,21.0,186.0,0.06999999999999995,0.12166666666666667,0.1475,0.137,0.109,0.09966666666666667,0.11366666666666667,0.1655,0.106
12,-113.23728000000003,-135.70400300000003,10.838551905648607,183,3885.0,4200.0,21.0,185.0,0.07499999999999996,0.11766666666666667,0.14633333333333334,0.14133333333333334,0.1195,0.09716666666666667,0.10366666666666667,0.15866666666666668,0.11566666666666667
13,-100.13300000000002,-135.0932296,11.736308140714945,151,3990.0,4200.0,21.0,190.0,0.050000000000000044,0.113,0.13933333333333334,0.14516666666666667,0.12266666666666666,0.09466666666666666,0.09633333333333334,0.16816666666666666,0.12066666666666667
14,-100.13300000000002,-134.09886300000002,13.25834462275857,63,3927.0,4200.0,21.0,187.0,0.06499999999999995,0.1115,0.138,0.14766666666666667,0.13416666666666666,0.09983333333333333,0.09183333333333334,0.15733333333333333,0.11966666666666667
15,-111.13300000000002,-132.75889120000002,12.227483099821429,156,3864.0,4200.0,21.0,184.0,0.07999999999999996,0.1205,0.13333333333333333,0.15383333333333332,0.139,0.09983333333333333,0.0965,0.14383333333333334,0.11316666666666667
16,-111.13300000000002,-129.8589028,11.955670448929254,13,3843.0,4200.0,21.0,183.0,0.08499999999999996,0.1255,0.13633333333333333,0.16466666666666666,0.13483333333333333,0.0955,0.0965,0.13366666666666666,0.113
17,-74.79780000000001,-127.65633520000003,11.678510089091718,113,3843.0,4200.0,21.0,183.0,0.08499999999999996,0.12666666666666668,0.1375,0.16333333333333333,0.13866666666666666,0.10166666666666667,0.10133333333333333,0.1265,0.10433333333333333
