generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,-134.68176000000003,-155.46333653333338,6.190336611476412,119,6300.0,6300.0,21.0,300.0,0.0,0.00811111111111111,0.05455555555555556,0.1721111111111111,0.26166666666666666,0.27055555555555555,0.17044444444444445,0.05277777777777778,0.009777777777777778
1,-133.13300000000004,-153.19068600000003,4.860604068535375,284,6174.0,6300.0,21.0,294.0,0.020000000000000018,0.007,0.058555555555555555,0.17122222222222222,0.2587777777777778,0.2683333333333333,0.17555555555555555,0.049555555555555554,0.011
2,-144.133,-151.6073366666667,5.252884930073335,9,5943.0,6300.0,21.0,283.0,0.05666666666666664,0.007666666666666666,0.06422222222222222,0.17233333333333334,0.26522222222222225,0.2584444444444444,0.177,0.043666666666666666,0.011444444444444445
3,-144.133,-150.03945040000005,5.31349748712401,29,6006.0,6300.0,21.0,286.0,0.046666666666666634,0.008,0.06922222222222223,0.17533333333333334,0.26855555555555555,0.2518888888888889,0.17622222222222222,0.03944444444444444,0.011333333333333334
4,-133.13300000000004,-148.0724649333334,5.111287169336735,140,6111.0,6300.0,21.0,291.0,0.030000000000000027,0.008777777777777778,0.078,0.17833333333333334,0.2707777777777778,0.2421111111111111,0.17655555555555555,0.035,0.010444444444444444
5,-139.40836000000002,-146.78034080000006,4.798480270429451,258,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.009222222222222222,0.082,0.1797777777777778,0.27355555555555555,0.23022222222222222,0.17677777777777778,0.036555555555555556,0.011888888888888888
6,-134.68176000000003,-146.28792320000005,4.154303593157071,13,5964.0,6300.0,21.0,284.0,0.053333333333333344,0.010222222222222223,0.08788888888888889,0.1781111111111111,0.27255555555555555,0.2228888888888889,0.1797777777777778,0.03777777777777778,0.010777777777777778
7,-127.11008000000002,-145.51510640000004,4.516619432314288,238,5796.0,6300.0,21.0,276.0,0.07999999999999996,0.01,0.09211111111111112,0.174,0.2683333333333333,0.22311111111111112,0.18322222222222223,0.03788888888888889,0.011333333333333334
8,-133.13300000000004,-145.04969786666672,4.5956763265603735,0,5922.0,6300.0,21.0,282.0,0.06000000000000005,0.011666666666666667,0.09777777777777778,0.17322222222222222,0.26944444444444443,0.216,0.183,0.03822222222222222,0.010666666666666666
9,-122.13300000000002,-144.54964533333336,5.765709054084809,175,5649.0,6300.0,21.0,269.0,0.10333333333333339,0.010777777777777778,0.10355555555555555,0.163,0.2722222222222222,0.20755555555555555,0.19111111111111112,0.04033333333333333,0.011444444444444445
10,-113.23728000000003,-144.19148733333336,7.261857169434245,41,5670.0,6300.0,21.0,270.0,0.09999999999999998,0.010777777777777778,0.11355555555555556,0.15544444444444444,0.2723333333333333,0.20366666666666666,0.19233333333333333,0.04111111111111111,0.010777777777777778
11,-113.23728000000003,-142.8974804,7.277855006287119,62,5796.0,6300.0,21.0,276.0,0.07999999999999996,0.011,0.11722222222222223,0.15788888888888888,0.274,0.204,0.18577777777777776,0.043111111111111114,0.007
12,-111.13300000000002,-141.824746,8.356842258985067,15,5754.0,6300.0,21.0,274.0,0.08666666666666667,0.010888888888888889,0.11388888888888889,0.15788888888888888,0.2801111111111111,0.2078888888888889,0.1821111111111111,0.041555555555555554,0.005666666666666667
13,-113.23728000000003,-140.3461010666667,7.685939012857102,204,5943.0,6300.0,21.0,283.0,0.05666666666666664,0.008666666666666666,0.114,0.16211111111111112,0.2891111111111111,0.21033333333333334,0.173,0.03744444444444445,0.005333333333333333
14,-111.13300000000002,-139.2820650666667,9.51131744735353,2,5943.0,6300.0,21.0,283.0,0.05666666666666664,0.010333333333333333,0.11077777777777778,0.1708888888888889,0.29333333333333333,0.2058888888888889,0.16944444444444445,0.035222222222222224,0.004111111111111111
15,-103.16928000000003,-137.53755533333333,10.533253284265008,69,5859.0,6300.0,21.0,279.0,0.06999999999999995,0.011,0.1058888888888889,0.17855555555555555,0.297,0.20266666666666666,0.16733333333333333,0.03411111111111111,0.0034444444444444444
16,-111.13300000000002,-135.0567390666667,11.069682587373942,82,5859.0,6300.0,21.0,279.0,0.06999999999999995,0.010888888888888889,0.10633333333333334,0.18588888888888888,0.306,0.18544444444444444,0.16633333333333333,0.035555555555555556,0.0035555555555555557
17,-100.13300000000002,-132.6061864,12.554053789041653,132,5817.0,6300.0,21.0,277.0,0.07666666666666666,0.010333333333333333,0.11188888888888888,0.1952222222222222,0.2961111111111111,0.18088888888888888,0.16577777777777777,0.03711111111111111,0.0026666666666666666
