condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,ideal_found,first_ideal_generation
pop20_t3,0,11100,10.0,10.0,10.0,0,-1
pop20_t3,1,11101,14.0,14.0,14.0,0,-1
pop20_t3,2,11102,7.0,6.85,7.0,0,-1
pop20_t3,3,11103,7.0,7.0,7.0,0,-1
pop20_t3,4,11104,11.0,10.95,11.0,0,-1
