condition,run,seed,final_best_fitness,final_mean_fitness,best_of_run_fitness,total_execute_calls,mean_execute_calls_per_generation,total_execute_calls_nominal,mean_execute_calls_nominal_per_generation,mean_duplicate_ratio_per_generation,ideal_found,first_ideal_generation
problem2_3bit_pop100_t5,0,51400,-100.13300000000002,-101.01694880000001,-100.13300000000002,60963.0,1195.3529411764705,107100.0,2100.0,0.43078431372549025,0,-1
problem2_3bit_pop100_t5,1,51401,-89.13300000000002,-91.30308760000001,-89.13300000000002,51471.0,1009.2352941176471,107100.0,2100.0,0.5194117647058824,0,-1
problem2_3bit_pop100_t5,2,51402,-74.54352000000003,-78.21746200000005,-74.54352000000003,37359.0,732.5294117647059,107100.0,2100.0,0.6511764705882351,0,-1
problem2_3bit_pop100_t5,3,51403,-89.13300000000002,-92.074734,-89.13300000000002,63756.0,1250.1176470588234,107100.0,2100.0,0.40470588235294114,0,-1
problem2_3bit_pop100_t5,4,51404,-103.16928000000003,-103.79937600000005,-89.13300000000001,43218.0,847.4117647058823,107100.0,2100.0,0.5964705882352942,0,-1
problem2_3bit_pop100_t5,5,51405,-89.13300000000002,-100.75762880000002,-89.13300000000002,37149.0,728.4117647058823,107100.0,2100.0,0.6531372549019608,0,-1
problem2_3bit_pop100_t5,6,51406,-89.13300000000002,-90.7959148,-89.13300000000002,27909.0,547.2352941176471,107100.0,2100.0,0.7394117647058823,0,-1
problem2_3bit_pop100_t5,7,51407,-89.13300000000002,-94.110324,-89.13300000000002,23205.0,455.0,107100.0,2100.0,0.7833333333333334,0,-1
problem2_3bit_pop100_t5,8,51408,-80.41008000000002,-82.87175759999998,-80.41008000000002,21987.0,431.11764705882354,107100.0,2100.0,0.7947058823529414,0,-1
problem2_3bit_pop100_t5,9,51409,-56.75876000000001,-62.57103080000001,-56.75876000000001,24654.0,483.4117647058824,107100.0,2100.0,0.7698039215686274,0,-1
