run,best_of_run_fitness,generation_of_best
0,-65.16352000000002,33
1,-47.76420000000002,33
2,-50.49156000000001,22
3,-58.90812000000002,39
4,-53.25180000000001,25
5,-25.14148000000001,31
6,-80.41008000000002,44
7,-80.41008000000002,13
8,-122.13300000000002,42
9,-89.13300000000002,27
