generation,best_fitness,mean_fitness,std_fitness,best_index
0,7.0,1.84,1.3908270920570969,180
1,7.0,2.59,1.4669355814077178,185
2,8.0,3.455,1.4959862967286832,198
3,9.0,4.32,1.4620533505997653,97
4,10.0,4.93,1.5476110622504609,148
5,10.0,5.705,1.4791805163670864,110
6,11.0,6.52,1.4864723340849637,163
7,11.0,7.195,1.567474082720349,67
8,13.0,7.895,1.5277352519333969,160
9,12.0,8.575,1.537652431468178,52
10,13.0,9.36,1.352922762023021,14
11,14.0,9.99,1.3303758867327684,45
12,14.0,10.615,1.2596725765054981,83
13,15.0,11.315,1.2828776247171827,22
14,15.0,12.045,1.1844724564125582,111
15,15.0,12.7,1.1958260743101397,2
16,16.0,13.335,1.2094523554071903,19
17,17.0,13.87,1.1459057552870566,2
18,18.0,14.29,1.0935721283939162,132
19,18.0,14.705,1.1081403340732616,50
20,18.0,15.25,1.1478240283248995,117
21,18.0,15.85,1.1124297730643495,40
22,19.0,16.345,0.9979854708361239,102
23,21.0,16.815,1.082023567210992,177
24,21.0,17.305,0.9705539655269046,160
25,20.0,17.6,1.0295630140987,35
26,21.0,17.85,1.0476163419878481,77
27,21.0,18.305,1.1322433484017471,133
28,22.0,18.86,1.2084701072016635,102
29,22.0,19.585,1.1886021201394519,11
30,23.0,20.17,1.1580587204455566,105
31,23.0,20.79,1.0610843510296435,4
32,24.0,21.275,1.0145811943851513,165
33,24.0,21.775,0.9404121436902013,23
34,24.0,22.195,0.9311149230895185,4
35,24.0,22.625,0.8272696053887149,1
36,25.0,23.0,0.7874007874011811,126
37,25.0,23.33,0.8724104538575864,26
38,25.0,23.665,0.8263020029020866,0
39,25.0,23.98,0.854166260162505,13
40,26.0,24.36,0.6858571279792899,70
41,26.0,24.68,0.7124605252222751,5
42,26.0,24.945,0.6340149840500617,5
43,26.0,25.135,0.6455811335533281,5
44,26.0,25.29,0.5965735495309861,1
45,26.0,25.52,0.5912698199637793,1
46,26.0,25.755,0.5338304974427744,0
47,26.0,25.855,0.4732599708405518,0
48,26.0,25.88,0.4190465367951393,0
49,26.0,25.955,0.28805381441668154,0
50,26.0,25.9,0.42426406871192845,0
