generation,generation_mean,generation_std,best_fitness_mean,best_fitness_std,mean_fitness_mean,mean_fitness_std,std_fitness_mean,std_fitness_std,best_index_mean,best_index_std
0,0.0,0.0,6.0,0.0,1.765,0.10240849574132022,1.2514060313793682,0.04135130934051322,92.0,20.916500663351886
1,1.0,0.0,6.6,0.547722557505166,3.253,0.15622899858861036,1.2328494709324576,0.09712866480575896,25.6,28.24535360019414
2,2.0,0.0,8.0,0.0,4.715,0.2307866980568853,1.1723513432918922,0.05870826051008508,59.2,59.65484054123353
3,3.0,0.0,9.2,0.8366600265340752,6.045,0.1729161646579058,1.1382395278075157,0.11971725719650796,77.6,84.7189471133819
4,4.0,0.0,10.2,0.8366600265340756,7.295,0.3263242252729635,1.10769038006602,0.11071936319585095,32.4,23.62837277511932
5,5.0,0.0,11.6,1.1401754250991376,8.498000000000001,0.5026380407410488,1.1038567903934422,0.08200751720336763,36.2,33.6258828880373
6,6.0,0.0,12.4,0.8944271909999159,9.622,0.5330173543140975,0.9702058308614767,0.1521949644468891,61.6,60.69843490568764
7,7.0,0.0,13.8,1.3038404810405295,10.673,0.7238490864814299,1.074250320211709,0.16915691504133312,64.6,50.0029999100054
8,8.0,0.0,14.4,1.140175425099138,11.842,0.9889299772986957,1.0824009047496213,0.20328022960067216,33.8,32.09672880528481
9,9.0,0.0,15.6,1.3416407864998736,12.986,1.2212872307528648,1.0113627888895136,0.12101296030604104,75.0,61.44509744479213
10,10.0,0.0,16.6,1.3416407864998743,14.069999999999999,1.326993782954539,0.9138474941610506,0.06376477687141205,95.0,64.43601477434805
11,11.0,0.0,17.0,1.2247448713915887,15.032,1.326153271684687,0.8911701266700179,0.06933438298333694,30.6,32.68485887991564
12,12.0,0.0,18.0,1.0,15.922999999999998,1.2376823098032872,0.7990288851876178,0.177263365630891,37.8,41.66173304124542
13,13.0,0.0,18.4,0.5477225575051664,16.675,1.0659561435631395,0.7473464580634418,0.20566438565059184,49.2,78.85239374933396
14,14.0,0.0,18.8,0.8366600265340757,17.294999999999998,0.8808234783428517,0.7073057028517776,0.23187723776104266,11.6,8.384509526501834
15,15.0,0.0,19.6,0.5477225575051662,17.913,0.8052064952544774,0.6197266301492833,0.14441218734845987,70.8,72.99109534730933
16,16.0,0.0,19.8,0.8366600265340753,18.409,0.8399360094673876,0.6414162460916567,0.09943716137395033,34.4,38.823961673172924
17,17.0,0.0,20.4,0.8944271909999154,18.918,0.8225463512775437,0.607026065546892,0.16404784266586825,45.6,81.40208842529779
18,18.0,0.0,21.0,1.224744871391589,19.386000000000003,0.7213303681393146,0.6166418006215728,0.1820126703219604,95.0,64.2339474110069
19,19.0,0.0,21.2,1.4832396974191324,19.872999999999998,0.7538865962464121,0.6153842808104854,0.14789010671509523,39.8,48.715500613254505
20,20.0,0.0,21.6,1.6733200530681513,20.337,0.909262063433859,0.6076168062684759,0.13613787469004304,76.4,71.48985942075981
21,21.0,0.0,21.8,1.30384048104053,20.84,1.133760336226312,0.4818992407385374,0.15749254655229392,31.0,35.9722114972099
22,22.0,0.0,22.0,1.414213562373095,21.107,1.313186011195672,0.4688619678545839,0.14209792002140245,37.4,69.43198110381122
23,23.0,0.0,22.2,1.6431676725154984,21.403,1.4910675705681484,0.5494469644722073,0.10045542066183509,13.6,27.64597619907823
24,24.0,0.0,22.6,1.6733200530681513,21.692,1.5249122925598055,0.4839614283006576,0.11527866193049016,63.2,84.99235259716018
25,25.0,0.0,22.6,1.6733200530681513,21.991,1.5155048663729194,0.4631194695160176,0.19051035718302303,20.0,44.16446535394717
26,26.0,0.0,22.6,1.6733200530681513,22.169,1.6352576249631123,0.4260228865608762,0.09804017114389134,3.2,7.155417527999328
27,27.0,0.0,22.6,1.6733200530681513,22.332,1.6466276142467666,0.4396161763607694,0.10844132907900562,0.4,0.5477225575051662
28,28.0,0.0,22.6,1.6733200530681513,22.505000000000003,1.6766111654167175,0.3749532465741667,0.05662445235377742,0.0,0.0
29,29.0,0.0,22.6,1.6733200530681513,22.536,1.6513721567230104,0.2763665935996552,0.11565847322031272,0.0,0.0
30,30.0,0.0,22.6,1.6733200530681513,22.53,1.6570191610237932,0.3246417764474182,0.0944571131854593,0.2,0.447213595499958
31,31.0,0.0,22.8,1.7888543819998317,22.536,1.654400948984254,0.3196209621876995,0.11679276802422939,25.8,57.13317775163569
32,32.0,0.0,22.8,1.7888543819998317,22.53,1.671862733599859,0.37564946749273026,0.06970901638622688,0.2,0.4472135954999579
33,33.0,0.0,22.8,1.7888543819998317,22.543,1.672840398842639,0.3763098134617248,0.06915493739063279,0.4,0.5477225575051661
34,34.0,0.0,22.8,1.7888543819998317,22.618000000000002,1.721603903341301,0.4517621016183206,0.07787011253842972,0.2,0.4472135954999579
35,35.0,0.0,22.8,1.7888543819998317,22.719,1.7989316273833194,0.3457639972498038,0.13020300594570433,0.0,0.0
36,36.0,0.0,23.0,1.5811388300841898,22.737000000000002,1.7613084624789601,0.2942214943488515,0.06613161368748625,23.8,53.218417864494995
37,37.0,0.0,23.0,1.5811388300841898,22.726,1.7948447008028292,0.3607325771249572,0.10967000387974617,0.4,0.8944271909999159
38,38.0,0.0,23.0,1.5811388300841898,22.750999999999998,1.765819214982101,0.35427195560584873,0.07902832934466875,0.4,0.8944271909999159
39,39.0,0.0,23.0,1.5811388300841898,22.793,1.6836329766311897,0.42402946794840035,0.10400727325166079,0.0,0.0
40,40.0,0.0,23.0,1.5811388300841898,22.919999999999998,1.5853509075280459,0.33605872553746374,0.04993161561245012,0.0,0.0
41,41.0,0.0,23.4,1.6733200530681511,22.926,1.5592682578696968,0.3493846343662976,0.08216125355610555,60.8,84.01904545994319
42,42.0,0.0,23.4,1.6733200530681511,22.927,1.5624203979723266,0.3771662527557572,0.09007370441879985,9.8,18.253766734567417
43,43.0,0.0,23.4,1.6733200530681511,23.004,1.5545714843647418,0.38585212381164535,0.06844832494337173,1.8,2.6832815729997477
44,44.0,0.0,23.4,1.6733200530681511,23.139,1.5408212096151839,0.4446495391871024,0.17557686102067047,0.2,0.447213595499958
45,45.0,0.0,23.4,1.6733200530681511,23.31,1.6160136138040417,0.36048261959672845,0.14470781323359994,0.0,0.0
46,46.0,0.0,23.4,1.6733200530681511,23.312,1.6679013759812042,0.37115595763339926,0.08203090205247623,0.0,0.0
47,47.0,0.0,23.4,1.6733200530681511,23.304000000000002,1.6775778670452237,0.4027483184008,0.0703899142751274,0.0,0.0
48,48.0,0.0,23.4,1.6733200530681511,23.323,1.6695530839119788,0.3661481309025066,0.05788508267033163,0.0,0.0
49,49.0,0.0,23.4,1.6733200530681511,23.332,1.6714724047976386,0.3239359820142046,0.11059769186387292,0.0,0.0
50,50.0,0.0,23.4,1.6733200530681511,23.332,1.6720331934504185,0.3173932678475874,0.055694630856905826,0.2,0.4472135954999579
