generation,best_fitness,mean_fitness,std_fitness,best_index
0,7.0,1.81,1.3193053727877662,180
1,7.0,2.6266666666666665,1.336895242301688,116
2,7.0,3.29,1.2984221193433205,94
3,8.0,4.026666666666666,1.3413757448563355,51
4,11.0,4.756666666666667,1.3919251257002137,17
5,11.0,5.43,1.385075208547656,31
6,11.0,6.253333333333333,1.3961216120222317,211
7,12.0,6.87,1.4258681565979374,259
8,12.0,7.743333333333333,1.292589992568753,94
9,13.0,8.316666666666666,1.2040441114104676,25
10,13.0,9.026666666666667,1.218997766837805,12
11,13.0,9.623333333333333,1.278588631612564,3
12,14.0,10.386666666666667,1.2371292935214528,51
13,14.0,10.96,1.2295256537922798,85
14,14.0,11.543333333333333,1.1231453848703452,12
15,15.0,12.09,1.0654732907648756,208
16,15.0,12.576666666666666,1.0020589913883426,47
17,16.0,12.99,0.9780422622088816,210
18,16.0,13.563333333333333,0.9896071049776383,81
19,16.0,14.073333333333334,0.9667586163165147,12
20,17.0,14.556666666666667,0.9592300152842499,162
21,17.0,15.046666666666667,0.8511691306014856,4
22,18.0,15.463333333333333,0.8095197478889705,219
23,18.0,15.856666666666667,0.7590271551283407,10
24,19.0,16.246666666666666,0.8281438415047365,177
25,19.0,16.626666666666665,0.8683061416087966,19
26,20.0,17.016666666666666,0.8224286527650219,207
27,21.0,17.43,0.900980946894365,227
28,21.0,17.893333333333334,0.963650466830283,124
29,22.0,18.37,0.9625140691612426,298
30,23.0,18.876666666666665,0.9564459675741693,182
31,23.0,19.296666666666667,0.9532342605863239,69
32,23.0,19.683333333333334,0.9397103572673633,49
33,23.0,20.123333333333335,0.9424023674748607,35
34,23.0,20.663333333333334,0.8062188839818184,50
35,23.0,21.106666666666666,0.7715496671562297,87
36,23.0,21.49,0.7460339581189764,1
37,24.0,21.84,0.6839103255057152,114
38,24.0,22.14666666666667,0.6917289128617431,122
39,24.0,22.513333333333332,0.6401735875699827,31
40,24.0,22.8,0.5887840577551898,19
41,24.0,23.073333333333334,0.5549374339108469,1
42,25.0,23.293333333333333,0.5778888782071823,114
43,25.0,23.53,0.5964617897792504,42
44,25.0,23.8,0.5830951894845301,18
45,25.0,23.99,0.5506662631152678,14
46,26.0,24.186666666666667,0.5584104424365846,10
47,26.0,24.453333333333333,0.6489649879273578,21
48,26.0,24.81,0.6059977997759838,5
49,26.0,25.08,0.5833238094460628,2
50,26.0,25.34,0.5925087903707983,0
