generation,best_fitness,mean_fitness,std_fitness,best_index,execute_calls,execute_calls_nominal,fitness_cases,unique_programs,duplicate_ratio,freq_NOP,freq_X,freq_+,freq_-,freq_*,freq_1,freq_-1,freq_0
0,4.0,0.76,1.32,2,100.0,100.0,2.0,50.0,0.0,0.114,0.12933333333333333,0.12466666666666666,0.12466666666666666,0.12866666666666668,0.14,0.112,0.12666666666666668
1,4.0,1.08,1.507846145997661,4,100.0,100.0,2.0,50.0,0.0,0.10466666666666667,0.12533333333333332,0.12866666666666668,0.12133333333333333,0.136,0.14266666666666666,0.114,0.12733333333333333
2,4.0,1.36,1.4108153670838717,6,98.0,100.0,2.0,49.0,0.020000000000000018,0.11733333333333333,0.13133333333333333,0.13,0.10666666666666667,0.14266666666666666,0.132,0.10866666666666666,0.13133333333333333
3,4.0,2.16,1.2547509713086498,1,90.0,100.0,2.0,45.0,0.09999999999999998,0.13666666666666666,0.124,0.13933333333333334,0.088,0.16133333333333333,0.12,0.10066666666666667,0.13
4,4.0,2.56,1.1341957503006261,0,94.0,100.0,2.0,47.0,0.06000000000000005,0.13666666666666666,0.12733333333333333,0.13533333333333333,0.07133333333333333,0.16733333333333333,0.134,0.104,0.124
5,4.0,2.56,1.7453939383417143,4,90.0,100.0,2.0,45.0,0.09999999999999998,0.148,0.13466666666666666,0.15133333333333332,0.078,0.15666666666666668,0.12266666666666666,0.10333333333333333,0.10533333333333333
6,4.0,2.96,1.399428454762872,1,96.0,100.0,2.0,48.0,0.040000000000000036,0.13533333333333333,0.14066666666666666,0.17333333333333334,0.06466666666666666,0.15533333333333332,0.12733333333333333,0.09666666666666666,0.10666666666666667
7,6.0,3.52,1.0244998779892558,18,82.0,100.0,2.0,41.0,0.18000000000000005,0.144,0.146,0.174,0.056,0.15133333333333332,0.136,0.10333333333333333,0.08933333333333333
8,6.0,3.72,0.8953211714239756,27,86.0,100.0,2.0,43.0,0.14,0.148,0.14133333333333334,0.17066666666666666,0.056,0.16333333333333333,0.14133333333333334,0.10333333333333333,0.076
9,6.0,3.76,0.9499473669630335,22,88.0,100.0,2.0,44.0,0.12,0.15266666666666667,0.142,0.17533333333333334,0.05,0.16866666666666666,0.144,0.098,0.06933333333333333
10,6.0,4.0,0.8944271909999159,27,88.0,100.0,2.0,44.0,0.12,0.14933333333333335,0.13333333333333333,0.17066666666666666,0.06066666666666667,0.17,0.146,0.10333333333333333,0.06666666666666667
11,10.0,4.16,1.3763720427268202,21,92.0,100.0,2.0,46.0,0.07999999999999996,0.156,0.124,0.15933333333333333,0.064,0.164,0.15733333333333333,0.108,0.06733333333333333
12,10.0,4.32,1.9332873557751316,22,88.0,100.0,2.0,44.0,0.12,0.16066666666666668,0.12266666666666666,0.16933333333333334,0.066,0.14533333333333334,0.16466666666666666,0.10466666666666667,0.06666666666666667
